verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
admit,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Ashley asks: Did Stephanie admit that Zoe didn't calculate the tip? Question: Does Ashley believe that Zoe didn't calculate the tip?,Ashley asks: Did Stephanie admit that Zoe didn't calculate the tip?,Does Ashley believe that Zoe didn't calculate the tip?,Does Ashley believe that Zoe calculated the tip?
announce,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Paul asks: Did Timothy announce that Zoe didn't calculate the tip? Question: Does Paul believe that Zoe didn't calculate the tip?,Paul asks: Did Timothy announce that Zoe didn't calculate the tip?,Does Paul believe that Zoe didn't calculate the tip?,Does Paul believe that Zoe calculated the tip?
annoyed,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Paul asks: Is Nicholas annoyed that Zoe didn't calculate the tip? Question: Does Paul believe that Zoe didn't calculate the tip?,Paul asks: Is Nicholas annoyed that Zoe didn't calculate the tip?,Does Paul believe that Zoe didn't calculate the tip?,Does Paul believe that Zoe calculated the tip?
right,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Cynthia asks: Is Carol right that Zoe didn't calculate the tip? Question: Does Cynthia believe that Zoe didn't calculate the tip?,Cynthia asks: Is Carol right that Zoe didn't calculate the tip?,Does Cynthia believe that Zoe didn't calculate the tip?,Does Cynthia believe that Zoe calculated the tip?
confess,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Christopher asks: Did Ronald confess that Zoe didn't calculate the tip? Question: Does Christopher believe that Zoe didn't calculate the tip?,Christopher asks: Did Ronald confess that Zoe didn't calculate the tip?,Does Christopher believe that Zoe didn't calculate the tip?,Does Christopher believe that Zoe calculated the tip?
confirm,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Larry asks: Did Rebecca confirm that Zoe didn't calculate the tip? Question: Does Larry believe that Zoe didn't calculate the tip?,Larry asks: Did Rebecca confirm that Zoe didn't calculate the tip?,Does Larry believe that Zoe didn't calculate the tip?,Does Larry believe that Zoe calculated the tip?
demonstrate,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Dorothy asks: Did Eric demonstrate that Zoe didn't calculate the tip? Question: Does Dorothy believe that Zoe didn't calculate the tip?,Dorothy asks: Did Eric demonstrate that Zoe didn't calculate the tip?,Does Dorothy believe that Zoe didn't calculate the tip?,Does Dorothy believe that Zoe calculated the tip?
discover,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Cynthia asks: Did Eric discover that Zoe didn't calculate the tip? Question: Does Cynthia believe that Zoe didn't calculate the tip?,Cynthia asks: Did Eric discover that Zoe didn't calculate the tip?,Does Cynthia believe that Zoe didn't calculate the tip?,Does Cynthia believe that Zoe calculated the tip?
establish,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Kenneth asks: Did Emily establish that Zoe didn't calculate the tip? Question: Does Kenneth believe that Zoe didn't calculate the tip?,Kenneth asks: Did Emily establish that Zoe didn't calculate the tip?,Does Kenneth believe that Zoe didn't calculate the tip?,Does Kenneth believe that Zoe calculated the tip?
hear,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Scott asks: Did Ryan hear that Zoe didn't calculate the tip? Question: Does Scott believe that Zoe didn't calculate the tip?,Scott asks: Did Ryan hear that Zoe didn't calculate the tip?,Does Scott believe that Zoe didn't calculate the tip?,Does Scott believe that Zoe calculated the tip?
inform,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Edward asks: Did Amanda inform Jane that Zoe didn't calculate the tip? Question: Does Edward believe that Zoe didn't calculate the tip?,Edward asks: Did Amanda inform Jane that Zoe didn't calculate the tip?,Does Edward believe that Zoe didn't calculate the tip?,Does Edward believe that Zoe calculated the tip?
know,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Kathleen asks: Does Timothy know that Zoe didn't calculate the tip? Question: Does Kathleen believe that Zoe didn't calculate the tip?,Kathleen asks: Does Timothy know that Zoe didn't calculate the tip?,Does Kathleen believe that Zoe didn't calculate the tip?,Does Kathleen believe that Zoe calculated the tip?
pretend,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Paul asks: Did Timothy pretend that Zoe didn't calculate the tip? Question: Does Paul believe that Zoe didn't calculate the tip?,Paul asks: Did Timothy pretend that Zoe didn't calculate the tip?,Does Paul believe that Zoe didn't calculate the tip?,Does Paul believe that Zoe calculated the tip?
prove,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Edward asks: Did Ronald prove that Zoe didn't calculate the tip? Question: Does Edward believe that Zoe didn't calculate the tip?,Edward asks: Did Ronald prove that Zoe didn't calculate the tip?,Does Edward believe that Zoe didn't calculate the tip?,Does Edward believe that Zoe calculated the tip?
reveal,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Kimberly asks: Did Jason reveal that Zoe didn't calculate the tip? Question: Does Kimberly believe that Zoe didn't calculate the tip?,Kimberly asks: Did Jason reveal that Zoe didn't calculate the tip?,Does Kimberly believe that Zoe didn't calculate the tip?,Does Kimberly believe that Zoe calculated the tip?
say,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Ashley asks: Did Amanda say that Zoe didn't calculate the tip? Question: Does Ashley believe that Zoe didn't calculate the tip?,Ashley asks: Did Amanda say that Zoe didn't calculate the tip?,Does Ashley believe that Zoe didn't calculate the tip?,Does Ashley believe that Zoe calculated the tip?
see,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Kenneth asks: Did Amanda see that Zoe didn't calculate the tip? Question: Does Kenneth believe that Zoe didn't calculate the tip?,Kenneth asks: Did Amanda see that Zoe didn't calculate the tip?,Does Kenneth believe that Zoe didn't calculate the tip?,Does Kenneth believe that Zoe calculated the tip?
suggest,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Tyler asks: Did Jeffrey suggest that Zoe didn't calculate the tip? Question: Does Tyler believe that Zoe didn't calculate the tip?,Tyler asks: Did Jeffrey suggest that Zoe didn't calculate the tip?,Does Tyler believe that Zoe didn't calculate the tip?,Does Tyler believe that Zoe calculated the tip?
think,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Scott asks: Does Melissa think that Zoe didn't calculate the tip? Question: Does Scott believe that Zoe didn't calculate the tip?,Scott asks: Does Melissa think that Zoe didn't calculate the tip?,Does Scott believe that Zoe didn't calculate the tip?,Does Scott believe that Zoe calculated the tip?
polar,not_p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Paul asks: Did Zoe calculate the tip? Question: Does Paul believe that Zoe didn't calculate the tip?,Paul asks: Did Zoe calculate the tip?,Does Paul believe that Zoe didn't calculate the tip?,
acknowledge,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Jennifer asks: Did Ronald acknowledge that Frank didn't get a cat? Question: Does Jennifer believe that Frank didn't get a cat?,Jennifer asks: Did Ronald acknowledge that Frank didn't get a cat?,Does Jennifer believe that Frank didn't get a cat?,Does Jennifer believe that Frank got a cat?
admit,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Daniel asks: Did Jason admit that Frank didn't get a cat? Question: Does Daniel believe that Frank didn't get a cat?,Daniel asks: Did Jason admit that Frank didn't get a cat?,Does Daniel believe that Frank didn't get a cat?,Does Daniel believe that Frank got a cat?
announce,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Donna asks: Did Melissa announce that Frank didn't get a cat? Question: Does Donna believe that Frank didn't get a cat?,Donna asks: Did Melissa announce that Frank didn't get a cat?,Does Donna believe that Frank didn't get a cat?,Does Donna believe that Frank got a cat?
annoyed,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Sandra asks: Is Laura annoyed that Frank didn't get a cat? Question: Does Sandra believe that Frank didn't get a cat?,Sandra asks: Is Laura annoyed that Frank didn't get a cat?,Does Sandra believe that Frank didn't get a cat?,Does Sandra believe that Frank got a cat?
right,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Cynthia asks: Is Emily right that Frank didn't get a cat? Question: Does Cynthia believe that Frank didn't get a cat?,Cynthia asks: Is Emily right that Frank didn't get a cat?,Does Cynthia believe that Frank didn't get a cat?,Does Cynthia believe that Frank got a cat?
confess,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Kenneth asks: Did Michelle confess that Frank didn't get a cat? Question: Does Kenneth believe that Frank didn't get a cat?,Kenneth asks: Did Michelle confess that Frank didn't get a cat?,Does Kenneth believe that Frank didn't get a cat?,Does Kenneth believe that Frank got a cat?
confirm,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: George asks: Did Deborah confirm that Frank didn't get a cat? Question: Does George believe that Frank didn't get a cat?,George asks: Did Deborah confirm that Frank didn't get a cat?,Does George believe that Frank didn't get a cat?,Does George believe that Frank got a cat?
demonstrate,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Tyler asks: Did Rebecca demonstrate that Frank didn't get a cat? Question: Does Tyler believe that Frank didn't get a cat?,Tyler asks: Did Rebecca demonstrate that Frank didn't get a cat?,Does Tyler believe that Frank didn't get a cat?,Does Tyler believe that Frank got a cat?
discover,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Steven asks: Did Melissa discover that Frank didn't get a cat? Question: Does Steven believe that Frank didn't get a cat?,Steven asks: Did Melissa discover that Frank didn't get a cat?,Does Steven believe that Frank didn't get a cat?,Does Steven believe that Frank got a cat?
establish,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Daniel asks: Did Ryan establish that Frank didn't get a cat? Question: Does Daniel believe that Frank didn't get a cat?,Daniel asks: Did Ryan establish that Frank didn't get a cat?,Does Daniel believe that Frank didn't get a cat?,Does Daniel believe that Frank got a cat?
hear,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Sandra asks: Did Carol hear that Frank didn't get a cat? Question: Does Sandra believe that Frank didn't get a cat?,Sandra asks: Did Carol hear that Frank didn't get a cat?,Does Sandra believe that Frank didn't get a cat?,Does Sandra believe that Frank got a cat?
inform,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Paul asks: Did Timothy inform Jane that Frank didn't get a cat? Question: Does Paul believe that Frank didn't get a cat?,Paul asks: Did Timothy inform Jane that Frank didn't get a cat?,Does Paul believe that Frank didn't get a cat?,Does Paul believe that Frank got a cat?
know,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Kevin asks: Does Gary know that Frank didn't get a cat? Question: Does Kevin believe that Frank didn't get a cat?,Kevin asks: Does Gary know that Frank didn't get a cat?,Does Kevin believe that Frank didn't get a cat?,Does Kevin believe that Frank got a cat?
pretend,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Kevin asks: Did Michelle pretend that Frank didn't get a cat? Question: Does Kevin believe that Frank didn't get a cat?,Kevin asks: Did Michelle pretend that Frank didn't get a cat?,Does Kevin believe that Frank didn't get a cat?,Does Kevin believe that Frank got a cat?
prove,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Betty asks: Did Amanda prove that Frank didn't get a cat? Question: Does Betty believe that Frank didn't get a cat?,Betty asks: Did Amanda prove that Frank didn't get a cat?,Does Betty believe that Frank didn't get a cat?,Does Betty believe that Frank got a cat?
reveal,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Karen asks: Did Stephanie reveal that Frank didn't get a cat? Question: Does Karen believe that Frank didn't get a cat?,Karen asks: Did Stephanie reveal that Frank didn't get a cat?,Does Karen believe that Frank didn't get a cat?,Does Karen believe that Frank got a cat?
say,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Daniel asks: Did Amanda say that Frank didn't get a cat? Question: Does Daniel believe that Frank didn't get a cat?,Daniel asks: Did Amanda say that Frank didn't get a cat?,Does Daniel believe that Frank didn't get a cat?,Does Daniel believe that Frank got a cat?
see,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Dorothy asks: Did Nicholas see that Frank didn't get a cat? Question: Does Dorothy believe that Frank didn't get a cat?,Dorothy asks: Did Nicholas see that Frank didn't get a cat?,Does Dorothy believe that Frank didn't get a cat?,Does Dorothy believe that Frank got a cat?
suggest,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Kevin asks: Did Laura suggest that Frank didn't get a cat? Question: Does Kevin believe that Frank didn't get a cat?,Kevin asks: Did Laura suggest that Frank didn't get a cat?,Does Kevin believe that Frank didn't get a cat?,Does Kevin believe that Frank got a cat?
think,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Scott asks: Does Gary think that Frank didn't get a cat? Question: Does Scott believe that Frank didn't get a cat?,Scott asks: Does Gary think that Frank didn't get a cat?,Does Scott believe that Frank didn't get a cat?,Does Scott believe that Frank got a cat?
polar,not_p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Christopher asks: Did Frank get a cat? Question: Does Christopher believe that Frank didn't get a cat?,Christopher asks: Did Frank get a cat?,Does Christopher believe that Frank didn't get a cat?,
acknowledge,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Kathleen asks: Did Eric acknowledge that Jackson didn't run 10 miles? Question: Does Kathleen believe that Jackson didn't run 10 miles?,Kathleen asks: Did Eric acknowledge that Jackson didn't run 10 miles?,Does Kathleen believe that Jackson didn't run 10 miles?,Does Kathleen believe that Jackson ran 10 miles?
admit,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Edward asks: Did Jonathan admit that Jackson didn't run 10 miles? Question: Does Edward believe that Jackson didn't run 10 miles?,Edward asks: Did Jonathan admit that Jackson didn't run 10 miles?,Does Edward believe that Jackson didn't run 10 miles?,Does Edward believe that Jackson ran 10 miles?
announce,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Kathleen asks: Did Ryan announce that Jackson didn't run 10 miles? Question: Does Kathleen believe that Jackson didn't run 10 miles?,Kathleen asks: Did Ryan announce that Jackson didn't run 10 miles?,Does Kathleen believe that Jackson didn't run 10 miles?,Does Kathleen believe that Jackson ran 10 miles?
annoyed,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Donna asks: Is Stephanie annoyed that Jackson didn't run 10 miles? Question: Does Donna believe that Jackson didn't run 10 miles?,Donna asks: Is Stephanie annoyed that Jackson didn't run 10 miles?,Does Donna believe that Jackson didn't run 10 miles?,Does Donna believe that Jackson ran 10 miles?
right,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Edward asks: Is Jacob right that Jackson didn't run 10 miles? Question: Does Edward believe that Jackson didn't run 10 miles?,Edward asks: Is Jacob right that Jackson didn't run 10 miles?,Does Edward believe that Jackson didn't run 10 miles?,Does Edward believe that Jackson ran 10 miles?
confess,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Steven asks: Did Jason confess that Jackson didn't run 10 miles? Question: Does Steven believe that Jackson didn't run 10 miles?,Steven asks: Did Jason confess that Jackson didn't run 10 miles?,Does Steven believe that Jackson didn't run 10 miles?,Does Steven believe that Jackson ran 10 miles?
confirm,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Dorothy asks: Did Deborah confirm that Jackson didn't run 10 miles? Question: Does Dorothy believe that Jackson didn't run 10 miles?,Dorothy asks: Did Deborah confirm that Jackson didn't run 10 miles?,Does Dorothy believe that Jackson didn't run 10 miles?,Does Dorothy believe that Jackson ran 10 miles?
demonstrate,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Steven asks: Did Laura demonstrate that Jackson didn't run 10 miles? Question: Does Steven believe that Jackson didn't run 10 miles?,Steven asks: Did Laura demonstrate that Jackson didn't run 10 miles?,Does Steven believe that Jackson didn't run 10 miles?,Does Steven believe that Jackson ran 10 miles?
discover,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Betty asks: Did Jason discover that Jackson didn't run 10 miles? Question: Does Betty believe that Jackson didn't run 10 miles?,Betty asks: Did Jason discover that Jackson didn't run 10 miles?,Does Betty believe that Jackson didn't run 10 miles?,Does Betty believe that Jackson ran 10 miles?
establish,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Donna asks: Did Rebecca establish that Jackson didn't run 10 miles? Question: Does Donna believe that Jackson didn't run 10 miles?,Donna asks: Did Rebecca establish that Jackson didn't run 10 miles?,Does Donna believe that Jackson didn't run 10 miles?,Does Donna believe that Jackson ran 10 miles?
hear,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Dorothy asks: Did Jason hear that Jackson didn't run 10 miles? Question: Does Dorothy believe that Jackson didn't run 10 miles?,Dorothy asks: Did Jason hear that Jackson didn't run 10 miles?,Does Dorothy believe that Jackson didn't run 10 miles?,Does Dorothy believe that Jackson ran 10 miles?
inform,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Tyler asks: Did Jason inform Jane that Jackson didn't run 10 miles? Question: Does Tyler believe that Jackson didn't run 10 miles?,Tyler asks: Did Jason inform Jane that Jackson didn't run 10 miles?,Does Tyler believe that Jackson didn't run 10 miles?,Does Tyler believe that Jackson ran 10 miles?
know,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Christopher asks: Does Jonathan know that Jackson didn't run 10 miles? Question: Does Christopher believe that Jackson didn't run 10 miles?,Christopher asks: Does Jonathan know that Jackson didn't run 10 miles?,Does Christopher believe that Jackson didn't run 10 miles?,Does Christopher believe that Jackson ran 10 miles?
pretend,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Sandra asks: Did Jonathan pretend that Jackson didn't run 10 miles? Question: Does Sandra believe that Jackson didn't run 10 miles?,Sandra asks: Did Jonathan pretend that Jackson didn't run 10 miles?,Does Sandra believe that Jackson didn't run 10 miles?,Does Sandra believe that Jackson ran 10 miles?
prove,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Sandra asks: Did Jonathan prove that Jackson didn't run 10 miles? Question: Does Sandra believe that Jackson didn't run 10 miles?,Sandra asks: Did Jonathan prove that Jackson didn't run 10 miles?,Does Sandra believe that Jackson didn't run 10 miles?,Does Sandra believe that Jackson ran 10 miles?
reveal,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Dorothy asks: Did Laura reveal that Jackson didn't run 10 miles? Question: Does Dorothy believe that Jackson didn't run 10 miles?,Dorothy asks: Did Laura reveal that Jackson didn't run 10 miles?,Does Dorothy believe that Jackson didn't run 10 miles?,Does Dorothy believe that Jackson ran 10 miles?
say,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Kevin asks: Did Jeffrey say that Jackson didn't run 10 miles? Question: Does Kevin believe that Jackson didn't run 10 miles?,Kevin asks: Did Jeffrey say that Jackson didn't run 10 miles?,Does Kevin believe that Jackson didn't run 10 miles?,Does Kevin believe that Jackson ran 10 miles?
see,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Larry asks: Did Jeffrey see that Jackson didn't run 10 miles? Question: Does Larry believe that Jackson didn't run 10 miles?,Larry asks: Did Jeffrey see that Jackson didn't run 10 miles?,Does Larry believe that Jackson didn't run 10 miles?,Does Larry believe that Jackson ran 10 miles?
suggest,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Ashley asks: Did Michelle suggest that Jackson didn't run 10 miles? Question: Does Ashley believe that Jackson didn't run 10 miles?,Ashley asks: Did Michelle suggest that Jackson didn't run 10 miles?,Does Ashley believe that Jackson didn't run 10 miles?,Does Ashley believe that Jackson ran 10 miles?
think,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Cynthia asks: Does Carol think that Jackson didn't run 10 miles? Question: Does Cynthia believe that Jackson didn't run 10 miles?,Cynthia asks: Does Carol think that Jackson didn't run 10 miles?,Does Cynthia believe that Jackson didn't run 10 miles?,Does Cynthia believe that Jackson ran 10 miles?
polar,not_p,low_prior,Jackson,Jackson is obese.,Fact: Jackson is obese. Sentence: Donna asks: Did Jackson run 10 miles? Question: Does Donna believe that Jackson didn't run 10 miles?,Donna asks: Did Jackson run 10 miles?,Does Donna believe that Jackson didn't run 10 miles?,
acknowledge,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Dorothy asks: Did Eric acknowledge that Jayden didn't rent a car? Question: Does Dorothy believe that Jayden didn't rent a car?,Dorothy asks: Did Eric acknowledge that Jayden didn't rent a car?,Does Dorothy believe that Jayden didn't rent a car?,Does Dorothy believe that Jayden rented a car?
admit,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Tyler asks: Did Amanda admit that Jayden didn't rent a car? Question: Does Tyler believe that Jayden didn't rent a car?,Tyler asks: Did Amanda admit that Jayden didn't rent a car?,Does Tyler believe that Jayden didn't rent a car?,Does Tyler believe that Jayden rented a car?
announce,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Kathleen asks: Did Nicholas announce that Jayden didn't rent a car? Question: Does Kathleen believe that Jayden didn't rent a car?,Kathleen asks: Did Nicholas announce that Jayden didn't rent a car?,Does Kathleen believe that Jayden didn't rent a car?,Does Kathleen believe that Jayden rented a car?
annoyed,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Lisa asks: Is Rebecca annoyed that Jayden didn't rent a car? Question: Does Lisa believe that Jayden didn't rent a car?,Lisa asks: Is Rebecca annoyed that Jayden didn't rent a car?,Does Lisa believe that Jayden didn't rent a car?,Does Lisa believe that Jayden rented a car?
right,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Kevin asks: Is Jason right that Jayden didn't rent a car? Question: Does Kevin believe that Jayden didn't rent a car?,Kevin asks: Is Jason right that Jayden didn't rent a car?,Does Kevin believe that Jayden didn't rent a car?,Does Kevin believe that Jayden rented a car?
confess,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Nancy asks: Did Stephanie confess that Jayden didn't rent a car? Question: Does Nancy believe that Jayden didn't rent a car?,Nancy asks: Did Stephanie confess that Jayden didn't rent a car?,Does Nancy believe that Jayden didn't rent a car?,Does Nancy believe that Jayden rented a car?
confirm,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Kathleen asks: Did Jeffrey confirm that Jayden didn't rent a car? Question: Does Kathleen believe that Jayden didn't rent a car?,Kathleen asks: Did Jeffrey confirm that Jayden didn't rent a car?,Does Kathleen believe that Jayden didn't rent a car?,Does Kathleen believe that Jayden rented a car?
demonstrate,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Ashley asks: Did Timothy demonstrate that Jayden didn't rent a car? Question: Does Ashley believe that Jayden didn't rent a car?,Ashley asks: Did Timothy demonstrate that Jayden didn't rent a car?,Does Ashley believe that Jayden didn't rent a car?,Does Ashley believe that Jayden rented a car?
discover,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Steven asks: Did Rebecca discover that Jayden didn't rent a car? Question: Does Steven believe that Jayden didn't rent a car?,Steven asks: Did Rebecca discover that Jayden didn't rent a car?,Does Steven believe that Jayden didn't rent a car?,Does Steven believe that Jayden rented a car?
establish,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Lisa asks: Did Ryan establish that Jayden didn't rent a car? Question: Does Lisa believe that Jayden didn't rent a car?,Lisa asks: Did Ryan establish that Jayden didn't rent a car?,Does Lisa believe that Jayden didn't rent a car?,Does Lisa believe that Jayden rented a car?
hear,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Donna asks: Did Jason hear that Jayden didn't rent a car? Question: Does Donna believe that Jayden didn't rent a car?,Donna asks: Did Jason hear that Jayden didn't rent a car?,Does Donna believe that Jayden didn't rent a car?,Does Donna believe that Jayden rented a car?
inform,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Kimberly asks: Did Ronald inform Jane that Jayden didn't rent a car? Question: Does Kimberly believe that Jayden didn't rent a car?,Kimberly asks: Did Ronald inform Jane that Jayden didn't rent a car?,Does Kimberly believe that Jayden didn't rent a car?,Does Kimberly believe that Jayden rented a car?
know,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Ashley asks: Does Sharon know that Jayden didn't rent a car? Question: Does Ashley believe that Jayden didn't rent a car?,Ashley asks: Does Sharon know that Jayden didn't rent a car?,Does Ashley believe that Jayden didn't rent a car?,Does Ashley believe that Jayden rented a car?
pretend,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Donna asks: Did Melissa pretend that Jayden didn't rent a car? Question: Does Donna believe that Jayden didn't rent a car?,Donna asks: Did Melissa pretend that Jayden didn't rent a car?,Does Donna believe that Jayden didn't rent a car?,Does Donna believe that Jayden rented a car?
prove,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Larry asks: Did Eric prove that Jayden didn't rent a car? Question: Does Larry believe that Jayden didn't rent a car?,Larry asks: Did Eric prove that Jayden didn't rent a car?,Does Larry believe that Jayden didn't rent a car?,Does Larry believe that Jayden rented a car?
reveal,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Scott asks: Did Timothy reveal that Jayden didn't rent a car? Question: Does Scott believe that Jayden didn't rent a car?,Scott asks: Did Timothy reveal that Jayden didn't rent a car?,Does Scott believe that Jayden didn't rent a car?,Does Scott believe that Jayden rented a car?
say,not_p,low_prior,Jayden,Jayden doesn't have a driver's license.,Fact: Jayden doesn't have a driver's license. Sentence: Ashley asks: Did Deborah say that Jayden didn't rent a car? Question: Does Ashley believe that Jayden didn't rent a car?,Ashley asks: Did Deborah say that Jayden didn't rent a car?,Does Ashley believe that Jayden didn't rent a car?,Does Ashley believe that Jayden rented a car?
