verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
acknowledge,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Nancy asks: Did Rebecca acknowledge that Charley doesn't speak Spanish? Question: Does Nancy believe that Charley speaks Spanish?,Nancy asks: Did Rebecca acknowledge that Charley doesn't speak Spanish?,Does Nancy believe that Charley doesn't speak Spanish?,Does Nancy believe that Charley speaks Spanish?
admit,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Kenneth asks: Did Eric admit that Charley doesn't speak Spanish? Question: Does Kenneth believe that Charley speaks Spanish?,Kenneth asks: Did Eric admit that Charley doesn't speak Spanish?,Does Kenneth believe that Charley doesn't speak Spanish?,Does Kenneth believe that Charley speaks Spanish?
announce,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Paul asks: Did Eric announce that Charley doesn't speak Spanish? Question: Does Paul believe that Charley speaks Spanish?,Paul asks: Did Eric announce that Charley doesn't speak Spanish?,Does Paul believe that Charley doesn't speak Spanish?,Does Paul believe that Charley speaks Spanish?
annoyed,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Kevin asks: Is Ronald annoyed that Charley doesn't speak Spanish? Question: Does Kevin believe that Charley speaks Spanish?,Kevin asks: Is Ronald annoyed that Charley doesn't speak Spanish?,Does Kevin believe that Charley doesn't speak Spanish?,Does Kevin believe that Charley speaks Spanish?
right,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: George asks: Is Melissa right that Charley doesn't speak Spanish? Question: Does George believe that Charley speaks Spanish?,George asks: Is Melissa right that Charley doesn't speak Spanish?,Does George believe that Charley doesn't speak Spanish?,Does George believe that Charley speaks Spanish?
confess,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Daniel asks: Did Carol confess that Charley doesn't speak Spanish? Question: Does Daniel believe that Charley speaks Spanish?,Daniel asks: Did Carol confess that Charley doesn't speak Spanish?,Does Daniel believe that Charley doesn't speak Spanish?,Does Daniel believe that Charley speaks Spanish?
confirm,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Scott asks: Did Deborah confirm that Charley doesn't speak Spanish? Question: Does Scott believe that Charley speaks Spanish?,Scott asks: Did Deborah confirm that Charley doesn't speak Spanish?,Does Scott believe that Charley doesn't speak Spanish?,Does Scott believe that Charley speaks Spanish?
demonstrate,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Jennifer asks: Did Jeffrey demonstrate that Charley doesn't speak Spanish? Question: Does Jennifer believe that Charley speaks Spanish?,Jennifer asks: Did Jeffrey demonstrate that Charley doesn't speak Spanish?,Does Jennifer believe that Charley doesn't speak Spanish?,Does Jennifer believe that Charley speaks Spanish?
discover,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Donna asks: Did Ronald discover that Charley doesn't speak Spanish? Question: Does Donna believe that Charley speaks Spanish?,Donna asks: Did Ronald discover that Charley doesn't speak Spanish?,Does Donna believe that Charley doesn't speak Spanish?,Does Donna believe that Charley speaks Spanish?
establish,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Edward asks: Did Amanda establish that Charley doesn't speak Spanish? Question: Does Edward believe that Charley speaks Spanish?,Edward asks: Did Amanda establish that Charley doesn't speak Spanish?,Does Edward believe that Charley doesn't speak Spanish?,Does Edward believe that Charley speaks Spanish?
hear,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Tyler asks: Did Melissa hear that Charley doesn't speak Spanish? Question: Does Tyler believe that Charley speaks Spanish?,Tyler asks: Did Melissa hear that Charley doesn't speak Spanish?,Does Tyler believe that Charley doesn't speak Spanish?,Does Tyler believe that Charley speaks Spanish?
inform,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Donna asks: Did Deborah inform Jane that Charley doesn't speak Spanish? Question: Does Donna believe that Charley speaks Spanish?,Donna asks: Did Deborah inform Jane that Charley doesn't speak Spanish?,Does Donna believe that Charley doesn't speak Spanish?,Does Donna believe that Charley speaks Spanish?
know,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Jennifer asks: Does Melissa know that Charley doesn't speak Spanish? Question: Does Jennifer believe that Charley speaks Spanish?,Jennifer asks: Does Melissa know that Charley doesn't speak Spanish?,Does Jennifer believe that Charley doesn't speak Spanish?,Does Jennifer believe that Charley speaks Spanish?
pretend,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Donna asks: Did Timothy pretend that Charley doesn't speak Spanish? Question: Does Donna believe that Charley speaks Spanish?,Donna asks: Did Timothy pretend that Charley doesn't speak Spanish?,Does Donna believe that Charley doesn't speak Spanish?,Does Donna believe that Charley speaks Spanish?
prove,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Daniel asks: Did Ryan prove that Charley doesn't speak Spanish? Question: Does Daniel believe that Charley speaks Spanish?,Daniel asks: Did Ryan prove that Charley doesn't speak Spanish?,Does Daniel believe that Charley doesn't speak Spanish?,Does Daniel believe that Charley speaks Spanish?
reveal,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Tyler asks: Did Carol reveal that Charley doesn't speak Spanish? Question: Does Tyler believe that Charley speaks Spanish?,Tyler asks: Did Carol reveal that Charley doesn't speak Spanish?,Does Tyler believe that Charley doesn't speak Spanish?,Does Tyler believe that Charley speaks Spanish?
say,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Christopher asks: Did Michelle say that Charley doesn't speak Spanish? Question: Does Christopher believe that Charley speaks Spanish?,Christopher asks: Did Michelle say that Charley doesn't speak Spanish?,Does Christopher believe that Charley doesn't speak Spanish?,Does Christopher believe that Charley speaks Spanish?
see,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Steven asks: Did Deborah see that Charley doesn't speak Spanish? Question: Does Steven believe that Charley speaks Spanish?,Steven asks: Did Deborah see that Charley doesn't speak Spanish?,Does Steven believe that Charley doesn't speak Spanish?,Does Steven believe that Charley speaks Spanish?
suggest,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Cynthia asks: Did Eric suggest that Charley doesn't speak Spanish? Question: Does Cynthia believe that Charley speaks Spanish?,Cynthia asks: Did Eric suggest that Charley doesn't speak Spanish?,Does Cynthia believe that Charley doesn't speak Spanish?,Does Cynthia believe that Charley speaks Spanish?
think,not_p,high_prior,Charley,Charley lives in Mexico.,Fact: Charley lives in Mexico. Sentence: Dorothy asks: Does Michelle think that Charley doesn't speak Spanish? Question: Does Dorothy believe that Charley speaks Spanish?,Dorothy asks: Does Michelle think that Charley doesn't speak Spanish?,Does Dorothy believe that Charley doesn't speak Spanish?,Does Dorothy believe that Charley speaks Spanish?
acknowledge,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Paul asks: Did Eric acknowledge that Mia didn't drink 2 cocktails last night? Question: Does Paul believe that Mia drank 2 cocktails last night?,Paul asks: Did Eric acknowledge that Mia didn't drink 2 cocktails last night?,Does Paul believe that Mia didn't drink 2 cocktails last night?,Does Paul believe that Mia drank 2 cocktails last night?
admit,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Steven asks: Did Rebecca admit that Mia didn't drink 2 cocktails last night? Question: Does Steven believe that Mia drank 2 cocktails last night?,Steven asks: Did Rebecca admit that Mia didn't drink 2 cocktails last night?,Does Steven believe that Mia didn't drink 2 cocktails last night?,Does Steven believe that Mia drank 2 cocktails last night?
announce,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Lisa asks: Did Jacob announce that Mia didn't drink 2 cocktails last night? Question: Does Lisa believe that Mia drank 2 cocktails last night?,Lisa asks: Did Jacob announce that Mia didn't drink 2 cocktails last night?,Does Lisa believe that Mia didn't drink 2 cocktails last night?,Does Lisa believe that Mia drank 2 cocktails last night?
annoyed,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Kimberly asks: Is Jonathan annoyed that Mia didn't drink 2 cocktails last night? Question: Does Kimberly believe that Mia drank 2 cocktails last night?,Kimberly asks: Is Jonathan annoyed that Mia didn't drink 2 cocktails last night?,Does Kimberly believe that Mia didn't drink 2 cocktails last night?,Does Kimberly believe that Mia drank 2 cocktails last night?
right,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Daniel asks: Is Stephanie right that Mia didn't drink 2 cocktails last night? Question: Does Daniel believe that Mia drank 2 cocktails last night?,Daniel asks: Is Stephanie right that Mia didn't drink 2 cocktails last night?,Does Daniel believe that Mia didn't drink 2 cocktails last night?,Does Daniel believe that Mia drank 2 cocktails last night?
confess,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Nancy asks: Did Jeffrey confess that Mia didn't drink 2 cocktails last night? Question: Does Nancy believe that Mia drank 2 cocktails last night?,Nancy asks: Did Jeffrey confess that Mia didn't drink 2 cocktails last night?,Does Nancy believe that Mia didn't drink 2 cocktails last night?,Does Nancy believe that Mia drank 2 cocktails last night?
confirm,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: George asks: Did Jacob confirm that Mia didn't drink 2 cocktails last night? Question: Does George believe that Mia drank 2 cocktails last night?,George asks: Did Jacob confirm that Mia didn't drink 2 cocktails last night?,Does George believe that Mia didn't drink 2 cocktails last night?,Does George believe that Mia drank 2 cocktails last night?
demonstrate,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Kevin asks: Did Rebecca demonstrate that Mia didn't drink 2 cocktails last night? Question: Does Kevin believe that Mia drank 2 cocktails last night?,Kevin asks: Did Rebecca demonstrate that Mia didn't drink 2 cocktails last night?,Does Kevin believe that Mia didn't drink 2 cocktails last night?,Does Kevin believe that Mia drank 2 cocktails last night?
discover,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Edward asks: Did Timothy discover that Mia didn't drink 2 cocktails last night? Question: Does Edward believe that Mia drank 2 cocktails last night?,Edward asks: Did Timothy discover that Mia didn't drink 2 cocktails last night?,Does Edward believe that Mia didn't drink 2 cocktails last night?,Does Edward believe that Mia drank 2 cocktails last night?
establish,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Brian asks: Did Emily establish that Mia didn't drink 2 cocktails last night? Question: Does Brian believe that Mia drank 2 cocktails last night?,Brian asks: Did Emily establish that Mia didn't drink 2 cocktails last night?,Does Brian believe that Mia didn't drink 2 cocktails last night?,Does Brian believe that Mia drank 2 cocktails last night?
hear,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Edward asks: Did Michelle hear that Mia didn't drink 2 cocktails last night? Question: Does Edward believe that Mia drank 2 cocktails last night?,Edward asks: Did Michelle hear that Mia didn't drink 2 cocktails last night?,Does Edward believe that Mia didn't drink 2 cocktails last night?,Does Edward believe that Mia drank 2 cocktails last night?
inform,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Nancy asks: Did Nicholas inform Jane that Mia didn't drink 2 cocktails last night? Question: Does Nancy believe that Mia drank 2 cocktails last night?,Nancy asks: Did Nicholas inform Jane that Mia didn't drink 2 cocktails last night?,Does Nancy believe that Mia didn't drink 2 cocktails last night?,Does Nancy believe that Mia drank 2 cocktails last night?
know,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Dorothy asks: Does Sharon know that Mia didn't drink 2 cocktails last night? Question: Does Dorothy believe that Mia drank 2 cocktails last night?,Dorothy asks: Does Sharon know that Mia didn't drink 2 cocktails last night?,Does Dorothy believe that Mia didn't drink 2 cocktails last night?,Does Dorothy believe that Mia drank 2 cocktails last night?
pretend,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Donna asks: Did Jonathan pretend that Mia didn't drink 2 cocktails last night? Question: Does Donna believe that Mia drank 2 cocktails last night?,Donna asks: Did Jonathan pretend that Mia didn't drink 2 cocktails last night?,Does Donna believe that Mia didn't drink 2 cocktails last night?,Does Donna believe that Mia drank 2 cocktails last night?
prove,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Cynthia asks: Did Carol prove that Mia didn't drink 2 cocktails last night? Question: Does Cynthia believe that Mia drank 2 cocktails last night?,Cynthia asks: Did Carol prove that Mia didn't drink 2 cocktails last night?,Does Cynthia believe that Mia didn't drink 2 cocktails last night?,Does Cynthia believe that Mia drank 2 cocktails last night?
reveal,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Paul asks: Did Sharon reveal that Mia didn't drink 2 cocktails last night? Question: Does Paul believe that Mia drank 2 cocktails last night?,Paul asks: Did Sharon reveal that Mia didn't drink 2 cocktails last night?,Does Paul believe that Mia didn't drink 2 cocktails last night?,Does Paul believe that Mia drank 2 cocktails last night?
say,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Lisa asks: Did Gary say that Mia didn't drink 2 cocktails last night? Question: Does Lisa believe that Mia drank 2 cocktails last night?,Lisa asks: Did Gary say that Mia didn't drink 2 cocktails last night?,Does Lisa believe that Mia didn't drink 2 cocktails last night?,Does Lisa believe that Mia drank 2 cocktails last night?
see,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: George asks: Did Nicholas see that Mia didn't drink 2 cocktails last night? Question: Does George believe that Mia drank 2 cocktails last night?,George asks: Did Nicholas see that Mia didn't drink 2 cocktails last night?,Does George believe that Mia didn't drink 2 cocktails last night?,Does George believe that Mia drank 2 cocktails last night?
suggest,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Scott asks: Did Gary suggest that Mia didn't drink 2 cocktails last night? Question: Does Scott believe that Mia drank 2 cocktails last night?,Scott asks: Did Gary suggest that Mia didn't drink 2 cocktails last night?,Does Scott believe that Mia didn't drink 2 cocktails last night?,Does Scott believe that Mia drank 2 cocktails last night?
think,not_p,high_prior,Mia,Mia is a college student.,Fact: Mia is a college student. Sentence: Tyler asks: Does Rebecca think that Mia didn't drink 2 cocktails last night? Question: Does Tyler believe that Mia drank 2 cocktails last night?,Tyler asks: Does Rebecca think that Mia didn't drink 2 cocktails last night?,Does Tyler believe that Mia didn't drink 2 cocktails last night?,Does Tyler believe that Mia drank 2 cocktails last night?
acknowledge,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Christopher asks: Did Amanda acknowledge that Sophia didn't get a tattoo? Question: Does Christopher believe that Sophia got a tattoo?,Christopher asks: Did Amanda acknowledge that Sophia didn't get a tattoo?,Does Christopher believe that Sophia didn't get a tattoo?,Does Christopher believe that Sophia got a tattoo?
admit,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Steven asks: Did Nicholas admit that Sophia didn't get a tattoo? Question: Does Steven believe that Sophia got a tattoo?,Steven asks: Did Nicholas admit that Sophia didn't get a tattoo?,Does Steven believe that Sophia didn't get a tattoo?,Does Steven believe that Sophia got a tattoo?
announce,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Steven asks: Did Jason announce that Sophia didn't get a tattoo? Question: Does Steven believe that Sophia got a tattoo?,Steven asks: Did Jason announce that Sophia didn't get a tattoo?,Does Steven believe that Sophia didn't get a tattoo?,Does Steven believe that Sophia got a tattoo?
annoyed,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kevin asks: Is Michelle annoyed that Sophia didn't get a tattoo? Question: Does Kevin believe that Sophia got a tattoo?,Kevin asks: Is Michelle annoyed that Sophia didn't get a tattoo?,Does Kevin believe that Sophia didn't get a tattoo?,Does Kevin believe that Sophia got a tattoo?
right,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Cynthia asks: Is Nicholas right that Sophia didn't get a tattoo? Question: Does Cynthia believe that Sophia got a tattoo?,Cynthia asks: Is Nicholas right that Sophia didn't get a tattoo?,Does Cynthia believe that Sophia didn't get a tattoo?,Does Cynthia believe that Sophia got a tattoo?
confess,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Larry asks: Did Jacob confess that Sophia didn't get a tattoo? Question: Does Larry believe that Sophia got a tattoo?,Larry asks: Did Jacob confess that Sophia didn't get a tattoo?,Does Larry believe that Sophia didn't get a tattoo?,Does Larry believe that Sophia got a tattoo?
confirm,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kenneth asks: Did Timothy confirm that Sophia didn't get a tattoo? Question: Does Kenneth believe that Sophia got a tattoo?,Kenneth asks: Did Timothy confirm that Sophia didn't get a tattoo?,Does Kenneth believe that Sophia didn't get a tattoo?,Does Kenneth believe that Sophia got a tattoo?
demonstrate,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Paul asks: Did Rebecca demonstrate that Sophia didn't get a tattoo? Question: Does Paul believe that Sophia got a tattoo?,Paul asks: Did Rebecca demonstrate that Sophia didn't get a tattoo?,Does Paul believe that Sophia didn't get a tattoo?,Does Paul believe that Sophia got a tattoo?
discover,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Sandra asks: Did Laura discover that Sophia didn't get a tattoo? Question: Does Sandra believe that Sophia got a tattoo?,Sandra asks: Did Laura discover that Sophia didn't get a tattoo?,Does Sandra believe that Sophia didn't get a tattoo?,Does Sandra believe that Sophia got a tattoo?
establish,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kathleen asks: Did Michelle establish that Sophia didn't get a tattoo? Question: Does Kathleen believe that Sophia got a tattoo?,Kathleen asks: Did Michelle establish that Sophia didn't get a tattoo?,Does Kathleen believe that Sophia didn't get a tattoo?,Does Kathleen believe that Sophia got a tattoo?
hear,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Jennifer asks: Did Emily hear that Sophia didn't get a tattoo? Question: Does Jennifer believe that Sophia got a tattoo?,Jennifer asks: Did Emily hear that Sophia didn't get a tattoo?,Does Jennifer believe that Sophia didn't get a tattoo?,Does Jennifer believe that Sophia got a tattoo?
inform,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kenneth asks: Did Carol inform Jane that Sophia didn't get a tattoo? Question: Does Kenneth believe that Sophia got a tattoo?,Kenneth asks: Did Carol inform Jane that Sophia didn't get a tattoo?,Does Kenneth believe that Sophia didn't get a tattoo?,Does Kenneth believe that Sophia got a tattoo?
know,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Scott asks: Does Ryan know that Sophia didn't get a tattoo? Question: Does Scott believe that Sophia got a tattoo?,Scott asks: Does Ryan know that Sophia didn't get a tattoo?,Does Scott believe that Sophia didn't get a tattoo?,Does Scott believe that Sophia got a tattoo?
pretend,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Sandra asks: Did Laura pretend that Sophia didn't get a tattoo? Question: Does Sandra believe that Sophia got a tattoo?,Sandra asks: Did Laura pretend that Sophia didn't get a tattoo?,Does Sandra believe that Sophia didn't get a tattoo?,Does Sandra believe that Sophia got a tattoo?
prove,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Edward asks: Did Michelle prove that Sophia didn't get a tattoo? Question: Does Edward believe that Sophia got a tattoo?,Edward asks: Did Michelle prove that Sophia didn't get a tattoo?,Does Edward believe that Sophia didn't get a tattoo?,Does Edward believe that Sophia got a tattoo?
reveal,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Nancy asks: Did Deborah reveal that Sophia didn't get a tattoo? Question: Does Nancy believe that Sophia got a tattoo?,Nancy asks: Did Deborah reveal that Sophia didn't get a tattoo?,Does Nancy believe that Sophia didn't get a tattoo?,Does Nancy believe that Sophia got a tattoo?
say,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Sandra asks: Did Nicholas say that Sophia didn't get a tattoo? Question: Does Sandra believe that Sophia got a tattoo?,Sandra asks: Did Nicholas say that Sophia didn't get a tattoo?,Does Sandra believe that Sophia didn't get a tattoo?,Does Sandra believe that Sophia got a tattoo?
see,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Edward asks: Did Gary see that Sophia didn't get a tattoo? Question: Does Edward believe that Sophia got a tattoo?,Edward asks: Did Gary see that Sophia didn't get a tattoo?,Does Edward believe that Sophia didn't get a tattoo?,Does Edward believe that Sophia got a tattoo?
suggest,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Larry asks: Did Laura suggest that Sophia didn't get a tattoo? Question: Does Larry believe that Sophia got a tattoo?,Larry asks: Did Laura suggest that Sophia didn't get a tattoo?,Does Larry believe that Sophia didn't get a tattoo?,Does Larry believe that Sophia got a tattoo?
think,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Tyler asks: Does Eric think that Sophia didn't get a tattoo? Question: Does Tyler believe that Sophia got a tattoo?,Tyler asks: Does Eric think that Sophia didn't get a tattoo?,Does Tyler believe that Sophia didn't get a tattoo?,Does Tyler believe that Sophia got a tattoo?
acknowledge,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kenneth asks: Did Timothy acknowledge that Mary is not pregnant? Question: Does Kenneth believe that Mary is pregnant?,Kenneth asks: Did Timothy acknowledge that Mary is not pregnant?,Does Kenneth believe that Mary is not pregnant?,Does Kenneth believe that Mary is pregnant?
admit,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Jennifer asks: Did Melissa admit that Mary is not pregnant? Question: Does Jennifer believe that Mary is pregnant?,Jennifer asks: Did Melissa admit that Mary is not pregnant?,Does Jennifer believe that Mary is not pregnant?,Does Jennifer believe that Mary is pregnant?
announce,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Cynthia asks: Did Nicholas announce that Mary is not pregnant? Question: Does Cynthia believe that Mary is pregnant?,Cynthia asks: Did Nicholas announce that Mary is not pregnant?,Does Cynthia believe that Mary is not pregnant?,Does Cynthia believe that Mary is pregnant?
annoyed,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Nancy asks: Is Nicholas annoyed that Mary is not pregnant? Question: Does Nancy believe that Mary is pregnant?,Nancy asks: Is Nicholas annoyed that Mary is not pregnant?,Does Nancy believe that Mary is not pregnant?,Does Nancy believe that Mary is pregnant?
right,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Ashley asks: Is Ronald right that Mary is not pregnant? Question: Does Ashley believe that Mary is pregnant?,Ashley asks: Is Ronald right that Mary is not pregnant?,Does Ashley believe that Mary is not pregnant?,Does Ashley believe that Mary is pregnant?
confess,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kevin asks: Did Michelle confess that Mary is not pregnant? Question: Does Kevin believe that Mary is pregnant?,Kevin asks: Did Michelle confess that Mary is not pregnant?,Does Kevin believe that Mary is not pregnant?,Does Kevin believe that Mary is pregnant?
confirm,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Scott asks: Did Melissa confirm that Mary is not pregnant? Question: Does Scott believe that Mary is pregnant?,Scott asks: Did Melissa confirm that Mary is not pregnant?,Does Scott believe that Mary is not pregnant?,Does Scott believe that Mary is pregnant?
demonstrate,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Scott asks: Did Stephanie demonstrate that Mary is not pregnant? Question: Does Scott believe that Mary is pregnant?,Scott asks: Did Stephanie demonstrate that Mary is not pregnant?,Does Scott believe that Mary is not pregnant?,Does Scott believe that Mary is pregnant?
discover,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kenneth asks: Did Jeffrey discover that Mary is not pregnant? Question: Does Kenneth believe that Mary is pregnant?,Kenneth asks: Did Jeffrey discover that Mary is not pregnant?,Does Kenneth believe that Mary is not pregnant?,Does Kenneth believe that Mary is pregnant?
establish,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Tyler asks: Did Eric establish that Mary is not pregnant? Question: Does Tyler believe that Mary is pregnant?,Tyler asks: Did Eric establish that Mary is not pregnant?,Does Tyler believe that Mary is not pregnant?,Does Tyler believe that Mary is pregnant?
hear,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Edward asks: Did Jonathan hear that Mary is not pregnant? Question: Does Edward believe that Mary is pregnant?,Edward asks: Did Jonathan hear that Mary is not pregnant?,Does Edward believe that Mary is not pregnant?,Does Edward believe that Mary is pregnant?
inform,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kathleen asks: Did Jeffrey inform Jane that Mary is not pregnant? Question: Does Kathleen believe that Mary is pregnant?,Kathleen asks: Did Jeffrey inform Jane that Mary is not pregnant?,Does Kathleen believe that Mary is not pregnant?,Does Kathleen believe that Mary is pregnant?
know,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kevin asks: Does Timothy know that Mary is not pregnant? Question: Does Kevin believe that Mary is pregnant?,Kevin asks: Does Timothy know that Mary is not pregnant?,Does Kevin believe that Mary is not pregnant?,Does Kevin believe that Mary is pregnant?
pretend,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Brian asks: Did Michelle pretend that Mary is not pregnant? Question: Does Brian believe that Mary is pregnant?,Brian asks: Did Michelle pretend that Mary is not pregnant?,Does Brian believe that Mary is not pregnant?,Does Brian believe that Mary is pregnant?
prove,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Edward asks: Did Rebecca prove that Mary is not pregnant? Question: Does Edward believe that Mary is pregnant?,Edward asks: Did Rebecca prove that Mary is not pregnant?,Does Edward believe that Mary is not pregnant?,Does Edward believe that Mary is pregnant?
reveal,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Paul asks: Did Jeffrey reveal that Mary is not pregnant? Question: Does Paul believe that Mary is pregnant?,Paul asks: Did Jeffrey reveal that Mary is not pregnant?,Does Paul believe that Mary is not pregnant?,Does Paul believe that Mary is pregnant?
say,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: George asks: Did Eric say that Mary is not pregnant? Question: Does George believe that Mary is pregnant?,George asks: Did Eric say that Mary is not pregnant?,Does George believe that Mary is not pregnant?,Does George believe that Mary is pregnant?
see,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Ashley asks: Did Timothy see that Mary is not pregnant? Question: Does Ashley believe that Mary is pregnant?,Ashley asks: Did Timothy see that Mary is not pregnant?,Does Ashley believe that Mary is not pregnant?,Does Ashley believe that Mary is pregnant?
