verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
suggest,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Donna asks: Did Ronald suggest that Sophia didn't get a tattoo? Question: Is Donna certain that Sophia didn't get a tattoo?,Donna asks: Did Ronald suggest that Sophia didn't get a tattoo?,Is Donna certain that Sophia didn't get a tattoo?,Is Donna certain that Sophia got a tattoo?
think,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kevin asks: Does Jonathan think that Sophia didn't get a tattoo? Question: Is Kevin certain that Sophia didn't get a tattoo?,Kevin asks: Does Jonathan think that Sophia didn't get a tattoo?,Is Kevin certain that Sophia didn't get a tattoo?,Is Kevin certain that Sophia got a tattoo?
polar,not_p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Lisa asks: Did Sophia get a tattoo? Question: Is Lisa certain that Sophia didn't get a tattoo?,Lisa asks: Did Sophia get a tattoo?,Is Lisa certain that Sophia didn't get a tattoo?,
acknowledge,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Betty asks: Did Emily acknowledge that Mary is not pregnant? Question: Is Betty certain that Mary is not pregnant?,Betty asks: Did Emily acknowledge that Mary is not pregnant?,Is Betty certain that Mary is not pregnant?,Is Betty certain that Mary is pregnant?
admit,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Karen asks: Did Melissa admit that Mary is not pregnant? Question: Is Karen certain that Mary is not pregnant?,Karen asks: Did Melissa admit that Mary is not pregnant?,Is Karen certain that Mary is not pregnant?,Is Karen certain that Mary is pregnant?
announce,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Betty asks: Did Jason announce that Mary is not pregnant? Question: Is Betty certain that Mary is not pregnant?,Betty asks: Did Jason announce that Mary is not pregnant?,Is Betty certain that Mary is not pregnant?,Is Betty certain that Mary is pregnant?
annoyed,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kimberly asks: Is Eric annoyed that Mary is not pregnant? Question: Is Kimberly certain that Mary is not pregnant?,Kimberly asks: Is Eric annoyed that Mary is not pregnant?,Is Kimberly certain that Mary is not pregnant?,Is Kimberly certain that Mary is pregnant?
right,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kathleen asks: Is Timothy right that Mary is not pregnant? Question: Is Kathleen certain that Mary is not pregnant?,Kathleen asks: Is Timothy right that Mary is not pregnant?,Is Kathleen certain that Mary is not pregnant?,Is Kathleen certain that Mary is pregnant?
confess,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Cynthia asks: Did Emily confess that Mary is not pregnant? Question: Is Cynthia certain that Mary is not pregnant?,Cynthia asks: Did Emily confess that Mary is not pregnant?,Is Cynthia certain that Mary is not pregnant?,Is Cynthia certain that Mary is pregnant?
confirm,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Tyler asks: Did Michelle confirm that Mary is not pregnant? Question: Is Tyler certain that Mary is not pregnant?,Tyler asks: Did Michelle confirm that Mary is not pregnant?,Is Tyler certain that Mary is not pregnant?,Is Tyler certain that Mary is pregnant?
demonstrate,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Scott asks: Did Rebecca demonstrate that Mary is not pregnant? Question: Is Scott certain that Mary is not pregnant?,Scott asks: Did Rebecca demonstrate that Mary is not pregnant?,Is Scott certain that Mary is not pregnant?,Is Scott certain that Mary is pregnant?
discover,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Ashley asks: Did Melissa discover that Mary is not pregnant? Question: Is Ashley certain that Mary is not pregnant?,Ashley asks: Did Melissa discover that Mary is not pregnant?,Is Ashley certain that Mary is not pregnant?,Is Ashley certain that Mary is pregnant?
establish,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Steven asks: Did Jason establish that Mary is not pregnant? Question: Is Steven certain that Mary is not pregnant?,Steven asks: Did Jason establish that Mary is not pregnant?,Is Steven certain that Mary is not pregnant?,Is Steven certain that Mary is pregnant?
hear,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Christopher asks: Did Laura hear that Mary is not pregnant? Question: Is Christopher certain that Mary is not pregnant?,Christopher asks: Did Laura hear that Mary is not pregnant?,Is Christopher certain that Mary is not pregnant?,Is Christopher certain that Mary is pregnant?
inform,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Daniel asks: Did Timothy inform Jane that Mary is not pregnant? Question: Is Daniel certain that Mary is not pregnant?,Daniel asks: Did Timothy inform Jane that Mary is not pregnant?,Is Daniel certain that Mary is not pregnant?,Is Daniel certain that Mary is pregnant?
know,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Ashley asks: Does Gary know that Mary is not pregnant? Question: Is Ashley certain that Mary is not pregnant?,Ashley asks: Does Gary know that Mary is not pregnant?,Is Ashley certain that Mary is not pregnant?,Is Ashley certain that Mary is pregnant?
pretend,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: George asks: Did Amanda pretend that Mary is not pregnant? Question: Is George certain that Mary is not pregnant?,George asks: Did Amanda pretend that Mary is not pregnant?,Is George certain that Mary is not pregnant?,Is George certain that Mary is pregnant?
prove,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Nancy asks: Did Rebecca prove that Mary is not pregnant? Question: Is Nancy certain that Mary is not pregnant?,Nancy asks: Did Rebecca prove that Mary is not pregnant?,Is Nancy certain that Mary is not pregnant?,Is Nancy certain that Mary is pregnant?
reveal,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: George asks: Did Sharon reveal that Mary is not pregnant? Question: Is George certain that Mary is not pregnant?,George asks: Did Sharon reveal that Mary is not pregnant?,Is George certain that Mary is not pregnant?,Is George certain that Mary is pregnant?
say,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Cynthia asks: Did Stephanie say that Mary is not pregnant? Question: Is Cynthia certain that Mary is not pregnant?,Cynthia asks: Did Stephanie say that Mary is not pregnant?,Is Cynthia certain that Mary is not pregnant?,Is Cynthia certain that Mary is pregnant?
see,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Christopher asks: Did Jeffrey see that Mary is not pregnant? Question: Is Christopher certain that Mary is not pregnant?,Christopher asks: Did Jeffrey see that Mary is not pregnant?,Is Christopher certain that Mary is not pregnant?,Is Christopher certain that Mary is pregnant?
suggest,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Christopher asks: Did Jonathan suggest that Mary is not pregnant? Question: Is Christopher certain that Mary is not pregnant?,Christopher asks: Did Jonathan suggest that Mary is not pregnant?,Is Christopher certain that Mary is not pregnant?,Is Christopher certain that Mary is pregnant?
think,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Lisa asks: Does Sharon think that Mary is not pregnant? Question: Is Lisa certain that Mary is not pregnant?,Lisa asks: Does Sharon think that Mary is not pregnant?,Is Lisa certain that Mary is not pregnant?,Is Lisa certain that Mary is pregnant?
polar,not_p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Jennifer asks: Is Mary pregnant? Question: Is Jennifer certain that Mary is not pregnant?,Jennifer asks: Is Mary pregnant?,Is Jennifer certain that Mary is not pregnant?,
acknowledge,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Cynthia asks: Did Emily acknowledge that Josie didn't go on vacation to France? Question: Is Cynthia certain that Josie didn't go on vacation to France?,Cynthia asks: Did Emily acknowledge that Josie didn't go on vacation to France?,Is Cynthia certain that Josie didn't go on vacation to France?,Is Cynthia certain that Josie went on vacation to France?
admit,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Cynthia asks: Did Eric admit that Josie didn't go on vacation to France? Question: Is Cynthia certain that Josie didn't go on vacation to France?,Cynthia asks: Did Eric admit that Josie didn't go on vacation to France?,Is Cynthia certain that Josie didn't go on vacation to France?,Is Cynthia certain that Josie went on vacation to France?
announce,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: George asks: Did Amanda announce that Josie didn't go on vacation to France? Question: Is George certain that Josie didn't go on vacation to France?,George asks: Did Amanda announce that Josie didn't go on vacation to France?,Is George certain that Josie didn't go on vacation to France?,Is George certain that Josie went on vacation to France?
annoyed,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Lisa asks: Is Jason annoyed that Josie didn't go on vacation to France? Question: Is Lisa certain that Josie didn't go on vacation to France?,Lisa asks: Is Jason annoyed that Josie didn't go on vacation to France?,Is Lisa certain that Josie didn't go on vacation to France?,Is Lisa certain that Josie went on vacation to France?
right,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: George asks: Is Amanda right that Josie didn't go on vacation to France? Question: Is George certain that Josie didn't go on vacation to France?,George asks: Is Amanda right that Josie didn't go on vacation to France?,Is George certain that Josie didn't go on vacation to France?,Is George certain that Josie went on vacation to France?
confess,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Jennifer asks: Did Gary confess that Josie didn't go on vacation to France? Question: Is Jennifer certain that Josie didn't go on vacation to France?,Jennifer asks: Did Gary confess that Josie didn't go on vacation to France?,Is Jennifer certain that Josie didn't go on vacation to France?,Is Jennifer certain that Josie went on vacation to France?
confirm,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Brian asks: Did Stephanie confirm that Josie didn't go on vacation to France? Question: Is Brian certain that Josie didn't go on vacation to France?,Brian asks: Did Stephanie confirm that Josie didn't go on vacation to France?,Is Brian certain that Josie didn't go on vacation to France?,Is Brian certain that Josie went on vacation to France?
demonstrate,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Jennifer asks: Did Jonathan demonstrate that Josie didn't go on vacation to France? Question: Is Jennifer certain that Josie didn't go on vacation to France?,Jennifer asks: Did Jonathan demonstrate that Josie didn't go on vacation to France?,Is Jennifer certain that Josie didn't go on vacation to France?,Is Jennifer certain that Josie went on vacation to France?
discover,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Lisa asks: Did Jonathan discover that Josie didn't go on vacation to France? Question: Is Lisa certain that Josie didn't go on vacation to France?,Lisa asks: Did Jonathan discover that Josie didn't go on vacation to France?,Is Lisa certain that Josie didn't go on vacation to France?,Is Lisa certain that Josie went on vacation to France?
establish,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Ashley asks: Did Carol establish that Josie didn't go on vacation to France? Question: Is Ashley certain that Josie didn't go on vacation to France?,Ashley asks: Did Carol establish that Josie didn't go on vacation to France?,Is Ashley certain that Josie didn't go on vacation to France?,Is Ashley certain that Josie went on vacation to France?
hear,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Tyler asks: Did Michelle hear that Josie didn't go on vacation to France? Question: Is Tyler certain that Josie didn't go on vacation to France?,Tyler asks: Did Michelle hear that Josie didn't go on vacation to France?,Is Tyler certain that Josie didn't go on vacation to France?,Is Tyler certain that Josie went on vacation to France?
inform,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Ashley asks: Did Jeffrey inform Jane that Josie didn't go on vacation to France? Question: Is Ashley certain that Josie didn't go on vacation to France?,Ashley asks: Did Jeffrey inform Jane that Josie didn't go on vacation to France?,Is Ashley certain that Josie didn't go on vacation to France?,Is Ashley certain that Josie went on vacation to France?
know,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: George asks: Does Laura know that Josie didn't go on vacation to France? Question: Is George certain that Josie didn't go on vacation to France?,George asks: Does Laura know that Josie didn't go on vacation to France?,Is George certain that Josie didn't go on vacation to France?,Is George certain that Josie went on vacation to France?
pretend,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Kathleen asks: Did Rebecca pretend that Josie didn't go on vacation to France? Question: Is Kathleen certain that Josie didn't go on vacation to France?,Kathleen asks: Did Rebecca pretend that Josie didn't go on vacation to France?,Is Kathleen certain that Josie didn't go on vacation to France?,Is Kathleen certain that Josie went on vacation to France?
prove,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Steven asks: Did Emily prove that Josie didn't go on vacation to France? Question: Is Steven certain that Josie didn't go on vacation to France?,Steven asks: Did Emily prove that Josie didn't go on vacation to France?,Is Steven certain that Josie didn't go on vacation to France?,Is Steven certain that Josie went on vacation to France?
reveal,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Ashley asks: Did Stephanie reveal that Josie didn't go on vacation to France? Question: Is Ashley certain that Josie didn't go on vacation to France?,Ashley asks: Did Stephanie reveal that Josie didn't go on vacation to France?,Is Ashley certain that Josie didn't go on vacation to France?,Is Ashley certain that Josie went on vacation to France?
say,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Jennifer asks: Did Stephanie say that Josie didn't go on vacation to France? Question: Is Jennifer certain that Josie didn't go on vacation to France?,Jennifer asks: Did Stephanie say that Josie didn't go on vacation to France?,Is Jennifer certain that Josie didn't go on vacation to France?,Is Jennifer certain that Josie went on vacation to France?
see,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Kimberly asks: Did Jonathan see that Josie didn't go on vacation to France? Question: Is Kimberly certain that Josie didn't go on vacation to France?,Kimberly asks: Did Jonathan see that Josie didn't go on vacation to France?,Is Kimberly certain that Josie didn't go on vacation to France?,Is Kimberly certain that Josie went on vacation to France?
suggest,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Betty asks: Did Sharon suggest that Josie didn't go on vacation to France? Question: Is Betty certain that Josie didn't go on vacation to France?,Betty asks: Did Sharon suggest that Josie didn't go on vacation to France?,Is Betty certain that Josie didn't go on vacation to France?,Is Betty certain that Josie went on vacation to France?
think,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Kathleen asks: Does Eric think that Josie didn't go on vacation to France? Question: Is Kathleen certain that Josie didn't go on vacation to France?,Kathleen asks: Does Eric think that Josie didn't go on vacation to France?,Is Kathleen certain that Josie didn't go on vacation to France?,Is Kathleen certain that Josie went on vacation to France?
polar,not_p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Donna asks: Did Josie go on vacation to France? Question: Is Donna certain that Josie didn't go on vacation to France?,Donna asks: Did Josie go on vacation to France?,Is Donna certain that Josie didn't go on vacation to France?,
acknowledge,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Cynthia asks: Did Jeffrey acknowledge that Emma didn't study on Saturday morning? Question: Is Cynthia certain that Emma didn't study on Saturday morning?,Cynthia asks: Did Jeffrey acknowledge that Emma didn't study on Saturday morning?,Is Cynthia certain that Emma didn't study on Saturday morning?,Is Cynthia certain that Emma studied on Saturday morning?
admit,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Sandra asks: Did Stephanie admit that Emma didn't study on Saturday morning? Question: Is Sandra certain that Emma didn't study on Saturday morning?,Sandra asks: Did Stephanie admit that Emma didn't study on Saturday morning?,Is Sandra certain that Emma didn't study on Saturday morning?,Is Sandra certain that Emma studied on Saturday morning?
announce,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Kathleen asks: Did Stephanie announce that Emma didn't study on Saturday morning? Question: Is Kathleen certain that Emma didn't study on Saturday morning?,Kathleen asks: Did Stephanie announce that Emma didn't study on Saturday morning?,Is Kathleen certain that Emma didn't study on Saturday morning?,Is Kathleen certain that Emma studied on Saturday morning?
annoyed,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Scott asks: Is Timothy annoyed that Emma didn't study on Saturday morning? Question: Is Scott certain that Emma didn't study on Saturday morning?,Scott asks: Is Timothy annoyed that Emma didn't study on Saturday morning?,Is Scott certain that Emma didn't study on Saturday morning?,Is Scott certain that Emma studied on Saturday morning?
right,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Karen asks: Is Eric right that Emma didn't study on Saturday morning? Question: Is Karen certain that Emma didn't study on Saturday morning?,Karen asks: Is Eric right that Emma didn't study on Saturday morning?,Is Karen certain that Emma didn't study on Saturday morning?,Is Karen certain that Emma studied on Saturday morning?
confess,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Karen asks: Did Jeffrey confess that Emma didn't study on Saturday morning? Question: Is Karen certain that Emma didn't study on Saturday morning?,Karen asks: Did Jeffrey confess that Emma didn't study on Saturday morning?,Is Karen certain that Emma didn't study on Saturday morning?,Is Karen certain that Emma studied on Saturday morning?
confirm,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Karen asks: Did Carol confirm that Emma didn't study on Saturday morning? Question: Is Karen certain that Emma didn't study on Saturday morning?,Karen asks: Did Carol confirm that Emma didn't study on Saturday morning?,Is Karen certain that Emma didn't study on Saturday morning?,Is Karen certain that Emma studied on Saturday morning?
demonstrate,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Nancy asks: Did Nicholas demonstrate that Emma didn't study on Saturday morning? Question: Is Nancy certain that Emma didn't study on Saturday morning?,Nancy asks: Did Nicholas demonstrate that Emma didn't study on Saturday morning?,Is Nancy certain that Emma didn't study on Saturday morning?,Is Nancy certain that Emma studied on Saturday morning?
discover,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Dorothy asks: Did Sharon discover that Emma didn't study on Saturday morning? Question: Is Dorothy certain that Emma didn't study on Saturday morning?,Dorothy asks: Did Sharon discover that Emma didn't study on Saturday morning?,Is Dorothy certain that Emma didn't study on Saturday morning?,Is Dorothy certain that Emma studied on Saturday morning?
establish,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Kathleen asks: Did Laura establish that Emma didn't study on Saturday morning? Question: Is Kathleen certain that Emma didn't study on Saturday morning?,Kathleen asks: Did Laura establish that Emma didn't study on Saturday morning?,Is Kathleen certain that Emma didn't study on Saturday morning?,Is Kathleen certain that Emma studied on Saturday morning?
hear,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Daniel asks: Did Rebecca hear that Emma didn't study on Saturday morning? Question: Is Daniel certain that Emma didn't study on Saturday morning?,Daniel asks: Did Rebecca hear that Emma didn't study on Saturday morning?,Is Daniel certain that Emma didn't study on Saturday morning?,Is Daniel certain that Emma studied on Saturday morning?
inform,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Jennifer asks: Did Gary inform Jane that Emma didn't study on Saturday morning? Question: Is Jennifer certain that Emma didn't study on Saturday morning?,Jennifer asks: Did Gary inform Jane that Emma didn't study on Saturday morning?,Is Jennifer certain that Emma didn't study on Saturday morning?,Is Jennifer certain that Emma studied on Saturday morning?
know,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Christopher asks: Does Carol know that Emma didn't study on Saturday morning? Question: Is Christopher certain that Emma didn't study on Saturday morning?,Christopher asks: Does Carol know that Emma didn't study on Saturday morning?,Is Christopher certain that Emma didn't study on Saturday morning?,Is Christopher certain that Emma studied on Saturday morning?
pretend,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Kevin asks: Did Michelle pretend that Emma didn't study on Saturday morning? Question: Is Kevin certain that Emma didn't study on Saturday morning?,Kevin asks: Did Michelle pretend that Emma didn't study on Saturday morning?,Is Kevin certain that Emma didn't study on Saturday morning?,Is Kevin certain that Emma studied on Saturday morning?
prove,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Kevin asks: Did Laura prove that Emma didn't study on Saturday morning? Question: Is Kevin certain that Emma didn't study on Saturday morning?,Kevin asks: Did Laura prove that Emma didn't study on Saturday morning?,Is Kevin certain that Emma didn't study on Saturday morning?,Is Kevin certain that Emma studied on Saturday morning?
reveal,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Kimberly asks: Did Michelle reveal that Emma didn't study on Saturday morning? Question: Is Kimberly certain that Emma didn't study on Saturday morning?,Kimberly asks: Did Michelle reveal that Emma didn't study on Saturday morning?,Is Kimberly certain that Emma didn't study on Saturday morning?,Is Kimberly certain that Emma studied on Saturday morning?
say,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Kevin asks: Did Jason say that Emma didn't study on Saturday morning? Question: Is Kevin certain that Emma didn't study on Saturday morning?,Kevin asks: Did Jason say that Emma didn't study on Saturday morning?,Is Kevin certain that Emma didn't study on Saturday morning?,Is Kevin certain that Emma studied on Saturday morning?
see,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Christopher asks: Did Sharon see that Emma didn't study on Saturday morning? Question: Is Christopher certain that Emma didn't study on Saturday morning?,Christopher asks: Did Sharon see that Emma didn't study on Saturday morning?,Is Christopher certain that Emma didn't study on Saturday morning?,Is Christopher certain that Emma studied on Saturday morning?
suggest,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Brian asks: Did Deborah suggest that Emma didn't study on Saturday morning? Question: Is Brian certain that Emma didn't study on Saturday morning?,Brian asks: Did Deborah suggest that Emma didn't study on Saturday morning?,Is Brian certain that Emma didn't study on Saturday morning?,Is Brian certain that Emma studied on Saturday morning?
think,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: George asks: Does Melissa think that Emma didn't study on Saturday morning? Question: Is George certain that Emma didn't study on Saturday morning?,George asks: Does Melissa think that Emma didn't study on Saturday morning?,Is George certain that Emma didn't study on Saturday morning?,Is George certain that Emma studied on Saturday morning?
polar,not_p,low_prior,Emma,Emma is in first grade.,Fact: Emma is in first grade. Sentence: Christopher asks: Did Emma study on Saturday morning? Question: Is Christopher certain that Emma didn't study on Saturday morning?,Christopher asks: Did Emma study on Saturday morning?,Is Christopher certain that Emma didn't study on Saturday morning?,
acknowledge,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Scott asks: Did Melissa acknowledge that Julian doesn't dance salsa? Question: Is Scott certain that Julian doesn't dance salsa?,Scott asks: Did Melissa acknowledge that Julian doesn't dance salsa?,Is Scott certain that Julian doesn't dance salsa?,Is Scott certain that Julian dances salsa?
admit,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Kenneth asks: Did Nicholas admit that Julian doesn't dance salsa? Question: Is Kenneth certain that Julian doesn't dance salsa?,Kenneth asks: Did Nicholas admit that Julian doesn't dance salsa?,Is Kenneth certain that Julian doesn't dance salsa?,Is Kenneth certain that Julian dances salsa?
announce,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: George asks: Did Michelle announce that Julian doesn't dance salsa? Question: Is George certain that Julian doesn't dance salsa?,George asks: Did Michelle announce that Julian doesn't dance salsa?,Is George certain that Julian doesn't dance salsa?,Is George certain that Julian dances salsa?
annoyed,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Paul asks: Is Jeffrey annoyed that Julian doesn't dance salsa? Question: Is Paul certain that Julian doesn't dance salsa?,Paul asks: Is Jeffrey annoyed that Julian doesn't dance salsa?,Is Paul certain that Julian doesn't dance salsa?,Is Paul certain that Julian dances salsa?
right,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Lisa asks: Is Rebecca right that Julian doesn't dance salsa? Question: Is Lisa certain that Julian doesn't dance salsa?,Lisa asks: Is Rebecca right that Julian doesn't dance salsa?,Is Lisa certain that Julian doesn't dance salsa?,Is Lisa certain that Julian dances salsa?
confess,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Paul asks: Did Michelle confess that Julian doesn't dance salsa? Question: Is Paul certain that Julian doesn't dance salsa?,Paul asks: Did Michelle confess that Julian doesn't dance salsa?,Is Paul certain that Julian doesn't dance salsa?,Is Paul certain that Julian dances salsa?
confirm,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Donna asks: Did Eric confirm that Julian doesn't dance salsa? Question: Is Donna certain that Julian doesn't dance salsa?,Donna asks: Did Eric confirm that Julian doesn't dance salsa?,Is Donna certain that Julian doesn't dance salsa?,Is Donna certain that Julian dances salsa?
demonstrate,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Cynthia asks: Did Jason demonstrate that Julian doesn't dance salsa? Question: Is Cynthia certain that Julian doesn't dance salsa?,Cynthia asks: Did Jason demonstrate that Julian doesn't dance salsa?,Is Cynthia certain that Julian doesn't dance salsa?,Is Cynthia certain that Julian dances salsa?
discover,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Sandra asks: Did Sharon discover that Julian doesn't dance salsa? Question: Is Sandra certain that Julian doesn't dance salsa?,Sandra asks: Did Sharon discover that Julian doesn't dance salsa?,Is Sandra certain that Julian doesn't dance salsa?,Is Sandra certain that Julian dances salsa?
establish,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Betty asks: Did Ryan establish that Julian doesn't dance salsa? Question: Is Betty certain that Julian doesn't dance salsa?,Betty asks: Did Ryan establish that Julian doesn't dance salsa?,Is Betty certain that Julian doesn't dance salsa?,Is Betty certain that Julian dances salsa?
hear,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Sandra asks: Did Jeffrey hear that Julian doesn't dance salsa? Question: Is Sandra certain that Julian doesn't dance salsa?,Sandra asks: Did Jeffrey hear that Julian doesn't dance salsa?,Is Sandra certain that Julian doesn't dance salsa?,Is Sandra certain that Julian dances salsa?
inform,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Tyler asks: Did Melissa inform Jane that Julian doesn't dance salsa? Question: Is Tyler certain that Julian doesn't dance salsa?,Tyler asks: Did Melissa inform Jane that Julian doesn't dance salsa?,Is Tyler certain that Julian doesn't dance salsa?,Is Tyler certain that Julian dances salsa?
know,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Paul asks: Does Jeffrey know that Julian doesn't dance salsa? Question: Is Paul certain that Julian doesn't dance salsa?,Paul asks: Does Jeffrey know that Julian doesn't dance salsa?,Is Paul certain that Julian doesn't dance salsa?,Is Paul certain that Julian dances salsa?
pretend,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Dorothy asks: Did Amanda pretend that Julian doesn't dance salsa? Question: Is Dorothy certain that Julian doesn't dance salsa?,Dorothy asks: Did Amanda pretend that Julian doesn't dance salsa?,Is Dorothy certain that Julian doesn't dance salsa?,Is Dorothy certain that Julian dances salsa?
prove,not_p,low_prior,Julian,Julian is German.,Fact: Julian is German. Sentence: Jennifer asks: Did Gary prove that Julian doesn't dance salsa? Question: Is Jennifer certain that Julian doesn't dance salsa?,Jennifer asks: Did Gary prove that Julian doesn't dance salsa?,Is Jennifer certain that Julian doesn't dance salsa?,Is Jennifer certain that Julian dances salsa?
