"workerid","predicate","polarity","utterance","item","speaker_response","ah_response","prior_rating"
356,"inform","neg","inform-doesnt_dance-?","Jon_H",0.04,0.04,0.7559375
356,"know","pos","know-dances-?","Josh_L",0.92,0.14,0.236917293233083
356,"know","neg","know-doesnt_dance-?","Danny_L",0.95,0.51,0.27993006993007
356,"think","neg","think-doesnt_dance-?","Tony_L",0.06,0.65,0.2196
356,"say","neg","say-doesnt_dance-?","Owen_L",0.58,0.41,0.279503546099291
332,"say","pos","say-dances-?","Julian_L",0.2,0.77,0.401796875
332,"say","neg","say-doesnt_dance-?","Isabella_L",0.51,0.89,0.125813953488372
332,"inform","neg","inform-doesnt_dance-?","Tony_L",0.94,0.77,0.2196
332,"Polar","Polar","BARE-dances-?","Olivia_H",0.79,NA,0.664776119402985
332,"Polar","Polar","BARE-dances-?","Mary_L",0.45,NA,0.225401459854015
332,"think","neg","think-doesnt_dance-?","Jackson_L",0.8,0.22,0.186013986013986
332,"think","neg","think-doesnt_dance-?","Emma_H",0.71,0.37,0.680763888888889
332,"know","pos","know-dances-?","Josh_L",1,0.56,0.236917293233083
332,"think","pos","think-dances-?","Jon_L",0.18,0.62,0.235696202531646
332,"know","pos","know-dances-?","Emily_H",0.97,0.53,0.561555555555556
332,"inform","pos","inform-dances-?","Frank_L",0.52,0.46,0.16965034965035
332,"inform","neg","inform-doesnt_dance-?","Jayden_H",0.83,0.86,0.687794117647059
332,"say","neg","say-doesnt_dance-?","Charley_H",0.29,0.71,0.804632352941177
332,"say","pos","say-dances-?","Owen_H",0.52,0.71,0.74648275862069
332,"think","pos","think-dances-?","Josie_H",0.4,0.69,0.73343949044586
332,"know","neg","know-doesnt_dance-?","Danny_H",0.77,0.22,0.697062937062937
332,"know","neg","know-doesnt_dance-?","Zoe_L",0.82,0.37,0.192108843537415
332,"inform","pos","inform-dances-?","Grace_H",0.89,0.84,0.790144927536232
267,"say","neg","say-doesnt_dance-?","Julian_H",0.54,0.5,0.599493670886076
267,"know","pos","know-dances-?","Emily_H",0.96,0.5,0.561555555555556
267,"inform","neg","inform-doesnt_dance-?","Danny_L",0.98,0.51,0.27993006993007
267,"Polar","Polar","BARE-dances-?","Olivia_H",0.42,NA,0.664776119402985
267,"know","neg","know-doesnt_dance-?","Jackson_L",0.79,0.5,0.186013986013986
267,"Polar","Polar","BARE-dances-?","Grace_L",0.26,NA,0.24777027027027
267,"say","pos","say-dances-?","Mary_H",0.78,0.48,0.815167785234899
267,"think","pos","think-dances-?","Charley_H",0.76,0.73,0.804632352941177
267,"think","neg","think-doesnt_dance-?","Jon_H",0.31,0.52,0.7559375
267,"inform","pos","inform-dances-?","Frank_L",0.02,0.04,0.16965034965035
267,"know","neg","know-doesnt_dance-?","Zoe_H",0.9,0.33,0.745971223021583
267,"say","pos","say-dances-?","Josh_L",0.25,0.49,0.236917293233083
267,"think","neg","think-doesnt_dance-?","Isabella_L",0.51,0.66,0.125813953488372
267,"inform","pos","inform-dances-?","Josie_H",0.73,0.93,0.73343949044586
267,"say","neg","say-doesnt_dance-?","Jayden_L",0.92,0.93,0.1756
267,"inform","neg","inform-doesnt_dance-?","Tony_H",0.37,0.66,0.747279411764706
267,"think","pos","think-dances-?","Owen_L",0.12,0.53,0.279503546099291
267,"know","pos","know-dances-?","Emma_L",0.64,0.53,0.323098591549296
457,"inform","neg","inform-doesnt_dance-?","Julian_L",0.61,0.77,0.401796875
457,"think","neg","think-doesnt_dance-?","Charley_L",0.26,0.48,0.277066666666667
457,"inform","neg","inform-doesnt_dance-?","Tony_H",0.75,0.39,0.747279411764706
457,"say","pos","say-dances-?","Jackson_L",0.66,0.45,0.186013986013986
457,"Polar","Polar","BARE-dances-?","Josie_H",0.6,NA,0.73343949044586
457,"think","neg","think-doesnt_dance-?","Zoe_H",0.26,0.48,0.745971223021583
457,"know","pos","know-dances-?","Emily_H",0.98,0.49,0.561555555555556
457,"say","neg","say-doesnt_dance-?","Josh_H",0.59,0.51,0.544575163398693
457,"say","pos","say-dances-?","Emma_H",0.53,0.45,0.680763888888889
457,"know","neg","know-doesnt_dance-?","Jayden_H",0.88,0.47,0.687794117647059
457,"inform","pos","inform-dances-?","Olivia_H",0.81,0.49,0.664776119402985
457,"know","pos","know-dances-?","Isabella_L",0.95,0.47,0.125813953488372
457,"think","pos","think-dances-?","Jon_H",0.56,0.49,0.7559375
457,"Polar","Polar","BARE-dances-?","Mary_L",0.15,NA,0.225401459854015
457,"inform","pos","inform-dances-?","Frank_L",0.47,0.51,0.16965034965035
457,"think","pos","think-dances-?","Owen_L",0.52,0.5,0.279503546099291
457,"know","neg","know-doesnt_dance-?","Grace_L",0.96,0.51,0.24777027027027
457,"say","neg","say-doesnt_dance-?","Danny_L",0.49,0.49,0.27993006993007
384,"say","pos","say-dances-?","Emily_H",0.28,0.76,0.561555555555556
384,"say","pos","say-dances-?","Tony_L",0.18,0.2,0.2196
384,"inform","pos","inform-dances-?","Jayden_L",0.2,0.27,0.1756
384,"think","neg","think-doesnt_dance-?","Charley_L",0.5,0.19,0.277066666666667
384,"Polar","Polar","BARE-dances-?","Jon_H",0.51,NA,0.7559375
384,"say","neg","say-doesnt_dance-?","Grace_H",0.49,0.5,0.790144927536232
384,"think","pos","think-dances-?","Danny_H",0.49,0.5,0.697062937062937
384,"think","neg","think-doesnt_dance-?","Zoe_H",0.51,0.68,0.745971223021583
384,"know","neg","know-doesnt_dance-?","Isabella_L",0.93,0.51,0.125813953488372
384,"know","pos","know-dances-?","Emma_L",0.96,0.23,0.323098591549296
384,"know","neg","know-doesnt_dance-?","Frank_H",0.96,0.18,0.67972027972028
384,"say","neg","say-doesnt_dance-?","Julian_L",0.22,0.71,0.401796875
384,"know","pos","know-dances-?","Josh_H",0.97,0.02,0.544575163398693
384,"think","pos","think-dances-?","Jackson_L",0.73,0.52,0.186013986013986
384,"inform","pos","inform-dances-?","Mary_H",0.97,0.97,0.815167785234899
384,"inform","neg","inform-doesnt_dance-?","Owen_L",0.99,0.98,0.279503546099291
384,"Polar","Polar","BARE-dances-?","Olivia_L",0.03,NA,0.210592105263158
384,"inform","neg","inform-doesnt_dance-?","Josie_H",0.98,0.98,0.73343949044586
341,"say","pos","say-dances-?","Owen_H",0.56,0.6,0.74648275862069
341,"say","neg","say-doesnt_dance-?","Mary_L",0.47,0.38,0.225401459854015
341,"Polar","Polar","BARE-dances-?","Tony_H",0.48,NA,0.747279411764706
341,"say","pos","say-dances-?","Charley_L",0.47,0.53,0.277066666666667
341,"Polar","Polar","BARE-dances-?","Josie_L",0.42,NA,0.117286821705426
341,"think","pos","think-dances-?","Frank_H",0.55,0.51,0.67972027972028
341,"say","neg","say-doesnt_dance-?","Grace_H",0.53,0.47,0.790144927536232
341,"inform","neg","inform-doesnt_dance-?","Danny_H",0.63,0.64,0.697062937062937
341,"know","neg","know-doesnt_dance-?","Jackson_L",0.78,0.46,0.186013986013986
341,"know","pos","know-dances-?","Isabella_H",0.97,0.47,0.517707006369427
341,"inform","neg","inform-doesnt_dance-?","Julian_L",0.81,0.82,0.401796875
341,"think","neg","think-doesnt_dance-?","Emma_H",0.26,0.5,0.680763888888889
341,"inform","pos","inform-dances-?","Josh_L",0.75,0.93,0.236917293233083
341,"inform","pos","inform-dances-?","Jayden_H",0.75,0.97,0.687794117647059
341,"think","pos","think-dances-?","Jon_L",0.55,0.54,0.235696202531646
341,"know","neg","know-doesnt_dance-?","Olivia_H",0.81,0.41,0.664776119402985
341,"think","neg","think-doesnt_dance-?","Zoe_L",0.63,0.63,0.192108843537415
341,"know","pos","know-dances-?","Emily_L",0.91,0.33,0.151655629139073
449,"say","pos","say-dances-?","Tony_L",0.01,0.02,0.2196
449,"think","pos","think-dances-?","Emily_H",0.59,0.72,0.561555555555556
449,"know","pos","know-dances-?","Charley_H",0.74,0.74,0.804632352941177
449,"know","pos","know-dances-?","Mary_L",0.95,0.91,0.225401459854015
449,"Polar","Polar","BARE-dances-?","Josie_L",0.33,NA,0.117286821705426
449,"inform","pos","inform-dances-?","Emma_H",0.93,0.8,0.680763888888889
449,"think","neg","think-doesnt_dance-?","Frank_H",0.58,0.35,0.67972027972028
449,"think","pos","think-dances-?","Grace_L",0.32,0.34,0.24777027027027
449,"say","pos","say-dances-?","Owen_H",0.58,0.77,0.74648275862069
449,"think","neg","think-doesnt_dance-?","Jon_L",0.65,0.78,0.235696202531646
449,"inform","pos","inform-dances-?","Josh_L",0.36,0.33,0.236917293233083
449,"inform","neg","inform-doesnt_dance-?","Zoe_L",0.98,0.93,0.192108843537415
449,"know","neg","know-doesnt_dance-?","Isabella_L",0.91,0.91,0.125813953488372
449,"Polar","Polar","BARE-dances-?","Olivia_H",0.72,NA,0.664776119402985
449,"inform","neg","inform-doesnt_dance-?","Danny_H",0.19,0.2,0.697062937062937
449,"know","neg","know-doesnt_dance-?","Jayden_H",0.27,0.27,0.687794117647059
449,"say","neg","say-doesnt_dance-?","Jackson_L",0.85,0.86,0.186013986013986
449,"say","neg","say-doesnt_dance-?","Julian_H",0.73,0.19,0.599493670886076
586,"inform","pos","inform-dances-?","Zoe_L",1,0.94,0.192108843537415
586,"say","pos","say-dances-?","Emma_H",0.47,0.52,0.680763888888889
586,"inform","neg","inform-doesnt_dance-?","Grace_L",1,1,0.24777027027027
586,"think","neg","think-doesnt_dance-?","Charley_H",0.5,0.57,0.804632352941177
586,"say","neg","say-doesnt_dance-?","Frank_H",0.52,0.55,0.67972027972028
586,"inform","neg","inform-doesnt_dance-?","Jackson_H",0.97,0.99,0.774965034965035
586,"Polar","Polar","BARE-dances-?","Isabella_L",0.28,NA,0.125813953488372
586,"think","pos","think-dances-?","Julian_L",0.5,0.58,0.401796875
586,"Polar","Polar","BARE-dances-?","Jayden_H",0.6,NA,0.687794117647059
586,"think","neg","think-doesnt_dance-?","Owen_L",0.42,0.62,0.279503546099291
586,"know","pos","know-dances-?","Tony_H",0.97,0.5,0.747279411764706
586,"say","neg","say-doesnt_dance-?","Josie_L",0.44,0.55,0.117286821705426
586,"say","pos","say-dances-?","Mary_L",0.31,0.55,0.225401459854015
586,"inform","pos","inform-dances-?","Danny_H",1,1,0.697062937062937
586,"know","pos","know-dances-?","Josh_L",1,0.37,0.236917293233083
586,"know","neg","know-doesnt_dance-?","Jon_H",1,0.49,0.7559375
586,"know","neg","know-doesnt_dance-?","Emily_L",1,0.48,0.151655629139073
586,"think","pos","think-dances-?","Olivia_H",0.49,0.59,0.664776119402985
387,"think","neg","think-doesnt_dance-?","Mary_H",0,0,0.815167785234899
387,"know","neg","know-doesnt_dance-?","Danny_H",0.5,0.51,0.697062937062937
387,"inform","pos","inform-dances-?","Olivia_H",0.99,0.98,0.664776119402985
387,"know","pos","know-dances-?","Jackson_H",0.99,0.49,0.774965034965035
387,"inform","pos","inform-dances-?","Josie_L",1,0.51,0.117286821705426
387,"say","neg","say-doesnt_dance-?","Tony_L",0.72,0.97,0.2196
387,"think","pos","think-dances-?","Emily_L",0.6,0.53,0.151655629139073
387,"know","neg","know-doesnt_dance-?","Jon_L",0.99,0.26,0.235696202531646
387,"inform","neg","inform-doesnt_dance-?","Josh_H",0.99,0.96,0.544575163398693
387,"say","neg","say-doesnt_dance-?","Jayden_H",0.8,0.76,0.687794117647059
387,"inform","neg","inform-doesnt_dance-?","Zoe_L",0.99,0.97,0.192108843537415
387,"say","pos","say-dances-?","Isabella_L",0,0.03,0.125813953488372
387,"Polar","Polar","BARE-dances-?","Frank_H",0.51,NA,0.67972027972028
387,"think","pos","think-dances-?","Emma_H",0.49,0.52,0.680763888888889
387,"know","pos","know-dances-?","Julian_L",1,0.48,0.401796875
387,"say","pos","say-dances-?","Owen_H",0.52,0.83,0.74648275862069
387,"think","neg","think-doesnt_dance-?","Grace_L",0.5,0.51,0.24777027027027
387,"Polar","Polar","BARE-dances-?","Charley_L",0.49,NA,0.277066666666667
244,"think","neg","think-doesnt_dance-?","Owen_H",0.02,0.8,0.74648275862069
244,"know","pos","know-dances-?","Julian_H",0.96,0.07,0.599493670886076
244,"say","neg","say-doesnt_dance-?","Isabella_L",0.97,0.41,0.125813953488372
244,"Polar","Polar","BARE-dances-?","Jayden_L",0.02,NA,0.1756
244,"think","pos","think-dances-?","Grace_H",0.08,0.24,0.790144927536232
244,"inform","pos","inform-dances-?","Mary_L",0.5,0.92,0.225401459854015
244,"think","neg","think-doesnt_dance-?","Charley_L",0.03,0.37,0.277066666666667
244,"know","neg","know-doesnt_dance-?","Danny_H",0.95,0.96,0.697062937062937
244,"inform","pos","inform-dances-?","Jon_H",0.99,0.05,0.7559375
244,"know","neg","know-doesnt_dance-?","Jackson_L",0.98,0.04,0.186013986013986
244,"inform","neg","inform-doesnt_dance-?","Josh_L",0.97,0.11,0.236917293233083
244,"say","neg","say-doesnt_dance-?","Olivia_H",0.06,0.98,0.664776119402985
244,"think","pos","think-dances-?","Frank_L",0.05,0.92,0.16965034965035
244,"know","pos","know-dances-?","Emily_L",0.98,0.06,0.151655629139073
244,"inform","neg","inform-doesnt_dance-?","Emma_H",0.07,0.84,0.680763888888889
244,"Polar","Polar","BARE-dances-?","Tony_H",0.07,NA,0.747279411764706
244,"say","pos","say-dances-?","Zoe_H",0.17,0.67,0.745971223021583
244,"say","pos","say-dances-?","Josie_L",0.04,0.86,0.117286821705426
278,"know","neg","know-doesnt_dance-?","Jackson_H",1,0.5,0.774965034965035
278,"inform","pos","inform-dances-?","Josh_H",1,1,0.544575163398693
278,"know","pos","know-dances-?","Owen_L",1,0.51,0.279503546099291
278,"know","neg","know-doesnt_dance-?","Julian_L",1,0.5,0.401796875
278,"Polar","Polar","BARE-dances-?","Isabella_H",0.51,NA,0.517707006369427
278,"inform","pos","inform-dances-?","Charley_L",1,1,0.277066666666667
278,"inform","neg","inform-doesnt_dance-?","Emma_H",1,1,0.680763888888889
278,"say","pos","say-dances-?","Josie_H",0.5,0.49,0.73343949044586
278,"think","pos","think-dances-?","Olivia_L",0.51,0.51,0.210592105263158
278,"know","pos","know-dances-?","Danny_H",1,0.5,0.697062937062937
278,"think","neg","think-doesnt_dance-?","Zoe_L",0.49,0.49,0.192108843537415
278,"say","neg","say-doesnt_dance-?","Jon_H",0.49,0.5,0.7559375
278,"think","pos","think-dances-?","Emily_H",0.51,0.5,0.561555555555556
278,"Polar","Polar","BARE-dances-?","Tony_L",0.51,NA,0.2196
278,"think","neg","think-doesnt_dance-?","Jayden_H",0.49,0.5,0.687794117647059
278,"say","pos","say-dances-?","Frank_L",0.5,0.5,0.16965034965035
278,"inform","neg","inform-doesnt_dance-?","Mary_L",1,1,0.225401459854015
278,"say","neg","say-doesnt_dance-?","Grace_L",0.51,0.5,0.24777027027027
240,"inform","neg","inform-doesnt_dance-?","Jackson_H",0.54,0.9,0.774965034965035
240,"inform","pos","inform-dances-?","Grace_L",0.71,0.95,0.24777027027027
240,"Polar","Polar","BARE-dances-?","Isabella_H",0.19,NA,0.517707006369427
240,"say","pos","say-dances-?","Emma_H",0.25,0.62,0.680763888888889
240,"think","pos","think-dances-?","Owen_L",0.06,0.13,0.279503546099291
240,"inform","neg","inform-doesnt_dance-?","Tony_L",0.5,0.82,0.2196
240,"think","neg","think-doesnt_dance-?","Frank_H",0.35,0.57,0.67972027972028
240,"say","pos","say-dances-?","Josie_L",0.52,0.66,0.117286821705426
240,"Polar","Polar","BARE-dances-?","Jon_L",0.31,NA,0.235696202531646
240,"know","pos","know-dances-?","Mary_H",0.99,0.5,0.815167785234899
240,"know","neg","know-doesnt_dance-?","Danny_L",0.87,0.3,0.27993006993007
240,"say","neg","say-doesnt_dance-?","Zoe_L",0.97,0.88,0.192108843537415
240,"think","neg","think-doesnt_dance-?","Julian_L",0.29,0.56,0.401796875
240,"know","neg","know-doesnt_dance-?","Emily_H",0.84,0.23,0.561555555555556
240,"inform","pos","inform-dances-?","Olivia_H",0.91,0.7,0.664776119402985
240,"think","pos","think-dances-?","Jayden_H",0.52,0.69,0.687794117647059
240,"know","pos","know-dances-?","Josh_L",0.83,0.22,0.236917293233083
240,"say","neg","say-doesnt_dance-?","Charley_H",0.24,0.54,0.804632352941177
456,"say","neg","say-doesnt_dance-?","Zoe_L",0.98,0.99,0.192108843537415
456,"Polar","Polar","BARE-dances-?","Charley_H",0.8,NA,0.804632352941177
456,"say","pos","say-dances-?","Josie_L",0.03,0.01,0.117286821705426
456,"inform","pos","inform-dances-?","Danny_L",0.74,0.42,0.27993006993007
456,"inform","neg","inform-doesnt_dance-?","Jon_L",0.95,0.94,0.235696202531646
456,"know","pos","know-dances-?","Isabella_L",0.78,0.34,0.125813953488372
456,"say","pos","say-dances-?","Owen_H",0.94,0.97,0.74648275862069
456,"think","neg","think-doesnt_dance-?","Julian_H",0.28,0.31,0.599493670886076
456,"think","neg","think-doesnt_dance-?","Emma_L",0.26,0.36,0.323098591549296
456,"inform","neg","inform-doesnt_dance-?","Jayden_H",0.83,0.73,0.687794117647059
456,"think","pos","think-dances-?","Frank_H",0.81,0.67,0.67972027972028
456,"know","pos","know-dances-?","Olivia_H",0.87,0.24,0.664776119402985
456,"know","neg","know-doesnt_dance-?","Mary_H",0.71,0.14,0.815167785234899
456,"think","pos","think-dances-?","Josh_L",0.27,0.59,0.236917293233083
456,"say","neg","say-doesnt_dance-?","Jackson_H",0.42,0.87,0.774965034965035
456,"Polar","Polar","BARE-dances-?","Tony_L",0.57,NA,0.2196
456,"know","neg","know-doesnt_dance-?","Emily_L",0.94,0.91,0.151655629139073
456,"inform","pos","inform-dances-?","Grace_H",0.95,0.93,0.790144927536232
459,"Polar","Polar","BARE-dances-?","Julian_L",0.19,NA,0.401796875
459,"say","neg","say-doesnt_dance-?","Charley_H",0.67,0.93,0.804632352941177
459,"Polar","Polar","BARE-dances-?","Danny_H",0.11,NA,0.697062937062937
459,"know","neg","know-doesnt_dance-?","Olivia_H",0.7,0.25,0.664776119402985
459,"inform","pos","inform-dances-?","Owen_L",0.76,0.35,0.279503546099291
459,"inform","neg","inform-doesnt_dance-?","Josh_L",0.86,0.12,0.236917293233083
459,"inform","pos","inform-dances-?","Emma_H",0.08,0.75,0.680763888888889
459,"say","pos","say-dances-?","Jackson_H",0.06,0.11,0.774965034965035
459,"inform","neg","inform-doesnt_dance-?","Jon_H",0.35,0.75,0.7559375
459,"know","pos","know-dances-?","Grace_L",0.34,0.75,0.24777027027027
459,"say","neg","say-doesnt_dance-?","Tony_L",0.47,0.53,0.2196
459,"think","neg","think-doesnt_dance-?","Josie_L",0.2,0.69,0.117286821705426
459,"think","pos","think-dances-?","Emily_H",0.28,0.56,0.561555555555556
459,"think","neg","think-doesnt_dance-?","Jayden_H",0.97,0.73,0.687794117647059
459,"say","pos","say-dances-?","Isabella_L",0.79,0.34,0.125813953488372
459,"know","pos","know-dances-?","Mary_H",0.78,0.32,0.815167785234899
459,"think","pos","think-dances-?","Zoe_L",0.75,0.3,0.192108843537415
459,"know","neg","know-doesnt_dance-?","Frank_L",0.77,0.21,0.16965034965035
271,"think","pos","think-dances-?","Danny_H",0.34,0.83,0.697062937062937
271,"say","neg","say-doesnt_dance-?","Grace_L",0.61,0.86,0.24777027027027
271,"know","neg","know-doesnt_dance-?","Josie_H",1,0.56,0.73343949044586
271,"think","neg","think-doesnt_dance-?","Emily_H",0.32,0.82,0.561555555555556
271,"think","pos","think-dances-?","Isabella_L",0.32,0.77,0.125813953488372
271,"know","pos","know-dances-?","Owen_H",0.98,0.5,0.74648275862069
271,"inform","neg","inform-doesnt_dance-?","Jon_H",0.94,0.56,0.7559375
271,"say","pos","say-dances-?","Olivia_H",0.5,0.83,0.664776119402985
271,"say","pos","say-dances-?","Frank_L",0.21,0.77,0.16965034965035
271,"inform","neg","inform-doesnt_dance-?","Emma_L",0.9,0.53,0.323098591549296
271,"inform","pos","inform-dances-?","Zoe_L",0.07,0.66,0.192108843537415
271,"know","pos","know-dances-?","Jayden_L",0.61,0.16,0.1756
271,"know","neg","know-doesnt_dance-?","Josh_L",0.96,0.6,0.236917293233083
271,"Polar","Polar","BARE-dances-?","Tony_L",0.22,NA,0.2196
271,"say","neg","say-doesnt_dance-?","Julian_H",0.39,0.7,0.599493670886076
271,"inform","pos","inform-dances-?","Charley_H",0.97,0.77,0.804632352941177
271,"think","neg","think-doesnt_dance-?","Mary_L",1,0.6,0.225401459854015
271,"Polar","Polar","BARE-dances-?","Jackson_H",0.88,NA,0.774965034965035
574,"inform","pos","inform-dances-?","Julian_L",0.98,0.98,0.401796875
574,"know","neg","know-doesnt_dance-?","Frank_H",0.97,0.04,0.67972027972028
574,"know","neg","know-doesnt_dance-?","Jon_L",0.97,0.97,0.235696202531646
574,"inform","pos","inform-dances-?","Tony_H",0.95,0.98,0.747279411764706
574,"inform","neg","inform-doesnt_dance-?","Zoe_L",0.98,0.55,0.192108843537415
574,"say","neg","say-doesnt_dance-?","Jayden_H",0.97,0.97,0.687794117647059
574,"say","pos","say-dances-?","Josie_L",0.69,0.57,0.117286821705426
574,"say","neg","say-doesnt_dance-?","Olivia_L",0.51,0.98,0.210592105263158
574,"think","pos","think-dances-?","Danny_L",0.52,1,0.27993006993007
574,"know","pos","know-dances-?","Jackson_H",0.98,0.28,0.774965034965035
574,"think","pos","think-dances-?","Owen_H",0.17,0.78,0.74648275862069
574,"Polar","Polar","BARE-dances-?","Isabella_L",0.43,NA,0.125813953488372
574,"know","pos","know-dances-?","Emma_L",0.98,0.48,0.323098591549296
574,"inform","neg","inform-doesnt_dance-?","Charley_H",0.99,0.97,0.804632352941177
574,"Polar","Polar","BARE-dances-?","Josh_H",0.77,NA,0.544575163398693
574,"say","pos","say-dances-?","Grace_H",0.72,0.78,0.790144927536232
574,"think","neg","think-doesnt_dance-?","Emily_L",0.01,0.8,0.151655629139073
574,"think","neg","think-doesnt_dance-?","Mary_H",0.05,0.96,0.815167785234899
554,"know","neg","know-doesnt_dance-?","Grace_H",0.98,0.5,0.790144927536232
554,"think","neg","think-doesnt_dance-?","Zoe_H",0.05,0.5,0.745971223021583
554,"inform","neg","inform-doesnt_dance-?","Owen_L",0.98,0.86,0.279503546099291
554,"think","pos","think-dances-?","Isabella_L",0.01,0.54,0.125813953488372
554,"know","pos","know-dances-?","Mary_L",0.97,0.5,0.225401459854015
554,"say","pos","say-dances-?","Danny_H",0.5,0.5,0.697062937062937
554,"think","neg","think-doesnt_dance-?","Charley_L",0.22,0.49,0.277066666666667
554,"inform","pos","inform-dances-?","Emily_H",0.99,0.79,0.561555555555556
554,"say","neg","say-doesnt_dance-?","Jackson_L",0.49,0.31,0.186013986013986
554,"Polar","Polar","BARE-dances-?","Tony_H",0.74,NA,0.747279411764706
554,"inform","neg","inform-doesnt_dance-?","Emma_H",0.97,0.75,0.680763888888889
554,"know","neg","know-doesnt_dance-?","Frank_L",0.99,0.56,0.16965034965035
554,"think","pos","think-dances-?","Josh_H",0.59,0.5,0.544575163398693
554,"say","pos","say-dances-?","Jayden_L",0.5,0.49,0.1756
554,"Polar","Polar","BARE-dances-?","Olivia_L",0.49,NA,0.210592105263158
554,"inform","pos","inform-dances-?","Julian_L",0.99,0.77,0.401796875
554,"know","pos","know-dances-?","Jon_H",0.97,0.63,0.7559375
554,"say","neg","say-doesnt_dance-?","Josie_H",0.39,0.36,0.73343949044586
539,"say","neg","say-doesnt_dance-?","Grace_H",0.62,0.81,0.790144927536232
539,"say","pos","say-dances-?","Tony_H",0.94,0.83,0.747279411764706
539,"inform","pos","inform-dances-?","Mary_L",0.32,0.58,0.225401459854015
539,"know","pos","know-dances-?","Josh_H",0.77,0.72,0.544575163398693
539,"say","pos","say-dances-?","Charley_L",0.27,0.29,0.277066666666667
539,"think","neg","think-doesnt_dance-?","Zoe_H",0.24,0.32,0.745971223021583
539,"Polar","Polar","BARE-dances-?","Josie_L",0.2,NA,0.117286821705426
539,"think","pos","think-dances-?","Jackson_L",0.18,0.2,0.186013986013986
539,"know","neg","know-doesnt_dance-?","Jayden_L",0.19,0.24,0.1756
539,"inform","neg","inform-doesnt_dance-?","Isabella_L",0.89,0.81,0.125813953488372
539,"inform","neg","inform-doesnt_dance-?","Frank_H",0.52,0.55,0.67972027972028
539,"know","neg","know-doesnt_dance-?","Julian_H",0.3,0.29,0.599493670886076
539,"Polar","Polar","BARE-dances-?","Olivia_H",0.88,NA,0.664776119402985
539,"think","pos","think-dances-?","Emma_H",0.96,0.84,0.680763888888889
539,"say","neg","say-doesnt_dance-?","Emily_L",0.23,0.26,0.151655629139073
539,"inform","pos","inform-dances-?","Jon_H",0.93,0.68,0.7559375
539,"know","pos","know-dances-?","Danny_L",0.2,0.27,0.27993006993007
539,"think","neg","think-doesnt_dance-?","Owen_L",0.96,0.89,0.279503546099291
348,"know","pos","know-dances-?","Emily_H",0.93,0.49,0.561555555555556
348,"think","pos","think-dances-?","Grace_H",0.98,0.48,0.790144927536232
348,"know","neg","know-doesnt_dance-?","Emma_H",0.99,0.46,0.680763888888889
348,"say","neg","say-doesnt_dance-?","Danny_L",0.72,0.59,0.27993006993007
348,"say","pos","say-dances-?","Isabella_H",0.59,0.55,0.517707006369427
348,"say","neg","say-doesnt_dance-?","Josie_H",0.68,0.43,0.73343949044586
348,"inform","neg","inform-doesnt_dance-?","Jon_H",0.98,0.47,0.7559375
348,"think","pos","think-dances-?","Frank_L",0.06,0.03,0.16965034965035
348,"inform","pos","inform-dances-?","Jackson_H",0.98,0.97,0.774965034965035
348,"inform","pos","inform-dances-?","Olivia_L",0.97,0.98,0.210592105263158
348,"know","neg","know-doesnt_dance-?","Tony_L",0.97,0.98,0.2196
348,"Polar","Polar","BARE-dances-?","Jayden_H",0.46,NA,0.687794117647059
348,"Polar","Polar","BARE-dances-?","Charley_L",0.11,NA,0.277066666666667
348,"say","pos","say-dances-?","Mary_L",0.03,0.05,0.225401459854015
348,"think","neg","think-doesnt_dance-?","Zoe_L",0.97,0.99,0.192108843537415
348,"know","pos","know-dances-?","Josh_L",0.97,0.02,0.236917293233083
348,"think","neg","think-doesnt_dance-?","Julian_H",0.45,0.53,0.599493670886076
348,"inform","neg","inform-doesnt_dance-?","Owen_L",0.99,0.98,0.279503546099291
435,"inform","neg","inform-doesnt_dance-?","Frank_L",1,0.67,0.16965034965035
435,"Polar","Polar","BARE-dances-?","Tony_L",0.54,NA,0.2196
435,"say","pos","say-dances-?","Charley_H",0.52,0.51,0.804632352941177
435,"Polar","Polar","BARE-dances-?","Danny_H",0.27,NA,0.697062937062937
435,"know","neg","know-doesnt_dance-?","Grace_L",0.96,0.59,0.24777027027027
435,"say","pos","say-dances-?","Zoe_L",0.02,0.03,0.192108843537415
435,"think","pos","think-dances-?","Josh_H",0.5,0.53,0.544575163398693
435,"think","neg","think-doesnt_dance-?","Julian_H",0.04,0.24,0.599493670886076
435,"know","pos","know-dances-?","Jon_H",0.79,0.5,0.7559375
435,"know","neg","know-doesnt_dance-?","Olivia_H",0.84,0.68,0.664776119402985
435,"inform","neg","inform-doesnt_dance-?","Mary_H",0.52,0.1,0.815167785234899
435,"think","neg","think-doesnt_dance-?","Emily_L",0.57,0.82,0.151655629139073
435,"know","pos","know-dances-?","Jackson_L",0.29,0.56,0.186013986013986
435,"say","neg","say-doesnt_dance-?","Josie_L",0.54,0.53,0.117286821705426
435,"inform","pos","inform-dances-?","Isabella_L",0.74,0.55,0.125813953488372
435,"inform","pos","inform-dances-?","Jayden_H",0.92,0.93,0.687794117647059
435,"say","neg","say-doesnt_dance-?","Emma_H",0.04,0.68,0.680763888888889
435,"think","pos","think-dances-?","Owen_L",0.52,0.49,0.279503546099291
558,"think","pos","think-dances-?","Josh_L",0.01,0.01,0.236917293233083
558,"know","pos","know-dances-?","Emma_L",0.74,0.49,0.323098591549296
